# Coordinates: chapter number (1-based) . paragraph index (0-based), in the pinned input.
# Chapters not listed map by identity (same chapter, same index, same text).
# merge-tail offset = UTF-16 code units to ADD to any character offset in the old tail paragraph
# (= UTF-16 length of the old head paragraph + 1 for the joining space). It differs per edition.
old_chapter	old_index	new_chapter	new_index	op	offset_shift_original_en	offset_shift_modern_en
19	134	19	133	renumber	0	0
19	135	19	134	renumber	0	0
19	136	19	135	renumber	0	0
19	137	19	136	renumber	0	0
19	138	19	137	renumber	0	0
19	139	19	138	renumber	0	0
19	140	19	139	renumber	0	0
19	141	19	140	renumber	0	0
19	142	19	141	renumber	0	0
19	143	19	142	renumber	0	0
19	144	19	143	renumber	0	0
19	145	19	144	renumber	0	0
19	146	19	145	renumber	0	0
25	0	25	0	keep	0	0
25	1	25	1	keep	0	0
25	2	25	2	keep	0	0
25	3	25	3	keep	0	0
25	4	25	4	keep	0	0
25	5	25	5	keep	0	0
25	6	25	6	keep	0	0
25	7	25	7	keep	0	0
25	8	25	8	keep	0	0
25	9	25	9	keep	0	0
25	10	25	10	keep	0	0
25	11	25	11	keep	0	0
25	12	25	12	keep	0	0
25	13	25	13	keep	0	0
25	14	25	14	keep	0	0
25	15	25	15	keep	0	0
25	16	25	16	keep	0	0
25	17	25	17	keep	0	0
25	18	25	18	keep	0	0
25	19	25	19	keep	0	0
25	20	25	20	keep	0	0
25	21	25	21	keep	0	0
25	22	25	22	keep	0	0
25	23	25	23	keep	0	0
25	24	25	24	keep	0	0
25	25	25	25	keep	0	0
25	26	25	26	keep	0	0
25	27	25	27	keep	0	0
25	28	25	28	keep	0	0
25	29	25	29	keep	0	0
25	30	25	30	keep	0	0
25	31	25	31	keep	0	0
25	32	25	32	keep	0	0
25	33	25	33	keep	0	0
25	34	25	34	keep	0	0
25	35	25	35	keep	0	0
25	36	25	36	keep	0	0
25	37	25	37	keep	0	0
25	38	25	38	keep	0	0
25	39	25	39	keep	0	0
25	40	25	40	keep	0	0
25	41	25	41	keep	0	0
25	42	25	42	keep	0	0
