# Symposium old -> new paragraph map. Applies identically to original-en and modern-en.
# Coordinates: chapter number (1-based) . paragraph index (0-based), matching reader chapterNumber/paragraphIndex.
# Old = served baseline at main 38a97c6315fdad4fe01fe326c203f870e22e615b (original-en sha256 e2943777fd54eaaa0888076c5c03a9104bc1b1ffa681a5362ab114e327f797c0, modern-en sha256 7816d1eb6ac9cc6d178c4c123bbeb8ad6daced1f7d7fc8c036f2bded3b8fcce8).
# No paragraph is merged, split or deleted, so offset_shift_* is 0 on every row (the columns keep the format read by prepare-structural-migration.py).
# Text is carried byte for byte (old hash == new hash) except modern-en 3.3, 3.7, 3.8 (C-06), marked text_changed=modern-en:
#   for those three, use mapping/changed-paragraph-ops.json (UTF-16 char and word opcodes) to project offsets.
# op: keep = same coordinate; renumber = same chapter, new index (+9 in chapter 1); move = new chapter (7.69-7.114 -> 8.0-8.45; 8.0 -> 8.46).
# New coordinates 1.0-1.8 have no old coordinate: they are the restored passages listed in inserted-paragraphs.tsv.
old_chapter	old_index	new_chapter	new_index	op	offset_shift_original_en	offset_shift_modern_en	text_changed	old_sha256_original_en	new_sha256_original_en	old_sha256_modern_en	new_sha256_modern_en
3	9	3	9	keep	0	0	none	c2217739fd119f1ec850f10c7581538bbef780647bbf2cc7736bdc4aa6c0093c	c2217739fd119f1ec850f10c7581538bbef780647bbf2cc7736bdc4aa6c0093c	1ffbc0fe47225aee05ecc94424873bafb93abd8cfcb92fae400651da75a4c1c2	1ffbc0fe47225aee05ecc94424873bafb93abd8cfcb92fae400651da75a4c1c2
3	10	3	10	keep	0	0	none	11de1f288e7583ed089459e764a41d3a804c629a5332fcfadaac855e08bf7fc9	11de1f288e7583ed089459e764a41d3a804c629a5332fcfadaac855e08bf7fc9	1dd2d8d8e08db21ef8d3a086218a48079cbc69e4b538565055d8087422f457f9	1dd2d8d8e08db21ef8d3a086218a48079cbc69e4b538565055d8087422f457f9
3	11	3	11	keep	0	0	none	dede779a36052b3117607778e499c33613a9bcfd154a1c4c04cdafadbcb08930	dede779a36052b3117607778e499c33613a9bcfd154a1c4c04cdafadbcb08930	babf64be7300892ddbefa67bba2f578fa22d4c894b7b5ddd92e045b066d1e5ab	babf64be7300892ddbefa67bba2f578fa22d4c894b7b5ddd92e045b066d1e5ab
4	0	4	0	keep	0	0	none	40a6687949c83ed2352a194170d94e4b819d5180402953634ef5b1a051c99c92	40a6687949c83ed2352a194170d94e4b819d5180402953634ef5b1a051c99c92	b0aa001355c6c64aa9a33ff67c50e4842e060324305d11589aa9dfc22e8c026e	b0aa001355c6c64aa9a33ff67c50e4842e060324305d11589aa9dfc22e8c026e
4	1	4	1	keep	0	0	none	810608ea990f17e9fb603503e58104282792e05a4ae3954cf182259d98b7e0ea	810608ea990f17e9fb603503e58104282792e05a4ae3954cf182259d98b7e0ea	000c08186b6ab95faf17428307d82951d33a7606e784305c977daaedb7611b87	000c08186b6ab95faf17428307d82951d33a7606e784305c977daaedb7611b87
4	2	4	2	keep	0	0	none	7724e7ca0f343be574f79f51cd13dcd865533879aacb471d03372c8ed345750b	7724e7ca0f343be574f79f51cd13dcd865533879aacb471d03372c8ed345750b	ffea78c584f8fc04ba0d5435d91a1f118053f6309d7cfa82204c90ab79931644	ffea78c584f8fc04ba0d5435d91a1f118053f6309d7cfa82204c90ab79931644
4	3	4	3	keep	0	0	none	0fdf87a3d55ff327cd9bb0fefc46678c5a33c0b5ae6e96e1386cce47b6363b31	0fdf87a3d55ff327cd9bb0fefc46678c5a33c0b5ae6e96e1386cce47b6363b31	8ec207eed4753c872da10bf14520517a08c94ea12aad473696c7f3da3c4ed552	8ec207eed4753c872da10bf14520517a08c94ea12aad473696c7f3da3c4ed552
4	4	4	4	keep	0	0	none	ae28aa6b8d70d11374cd8474d96f33cf6e2ef07c8a38cbd0435c1b296134e9c9	ae28aa6b8d70d11374cd8474d96f33cf6e2ef07c8a38cbd0435c1b296134e9c9	0905bd571bcb4bd03f971ddce9d5415f653bada2dfbebfd420d4691c7cc0644a	0905bd571bcb4bd03f971ddce9d5415f653bada2dfbebfd420d4691c7cc0644a
4	5	4	5	keep	0	0	none	820822b9acfcaa415cd38ea1e4ecd5968f8f3193b91065f125102349a4444b0a	820822b9acfcaa415cd38ea1e4ecd5968f8f3193b91065f125102349a4444b0a	bf8c87a38323efe1bff7f89d1824a1e0c3b973e3b6dff0605a5b98447213c803	bf8c87a38323efe1bff7f89d1824a1e0c3b973e3b6dff0605a5b98447213c803
4	6	4	6	keep	0	0	none	6d78e223655e903e21e334406295f4f6b50c533d8393ea0deb038389f2161ce2	6d78e223655e903e21e334406295f4f6b50c533d8393ea0deb038389f2161ce2	517265ec25edb42ff469b88030aef5844348f5a9db97aeeebb48eb5ccc15a1bf	517265ec25edb42ff469b88030aef5844348f5a9db97aeeebb48eb5ccc15a1bf
4	7	4	7	keep	0	0	none	027757cf4f70f262525b947114e1e81dbfd678ae7a69b15ddf9a78d056704851	027757cf4f70f262525b947114e1e81dbfd678ae7a69b15ddf9a78d056704851	e14987ac00916e9b7d39a8fbde96c81aacef0f1cddea3db25d309a869710b657	e14987ac00916e9b7d39a8fbde96c81aacef0f1cddea3db25d309a869710b657
4	8	4	8	keep	0	0	none	9c84d8c05775a0438277f6d2df3372c0d91884c0a0bc0ec383f4f05ac9f8cab2	9c84d8c05775a0438277f6d2df3372c0d91884c0a0bc0ec383f4f05ac9f8cab2	8938b9db0ebf67f16cd14f40a12b1ddc22bdb2ebae05ca47de69ebdda503d14e	8938b9db0ebf67f16cd14f40a12b1ddc22bdb2ebae05ca47de69ebdda503d14e
4	9	4	9	keep	0	0	none	26e72c4bcd4efd3884bf53cfd2062e7e151b1e7b7bc7839ca28b568590e42d48	26e72c4bcd4efd3884bf53cfd2062e7e151b1e7b7bc7839ca28b568590e42d48	cdf0fe70aaf17e6bd2209c322d90e07f84a04e35f634491f27686d6b6db9ea29	cdf0fe70aaf17e6bd2209c322d90e07f84a04e35f634491f27686d6b6db9ea29
5	0	5	0	keep	0	0	none	4da5420911a2ee53ff6e883e8b72008cc7e6dd08bb1fea517c4e91474045d4af	4da5420911a2ee53ff6e883e8b72008cc7e6dd08bb1fea517c4e91474045d4af	747fecb8c27ed430930e69b0c248fb3f6c1b4be584b0bc40758385e5d146672e	747fecb8c27ed430930e69b0c248fb3f6c1b4be584b0bc40758385e5d146672e
5	1	5	1	keep	0	0	none	98416ba355f1fdd821b32c805fe68f823b7f70488ad030ef4623ae0016761fde	98416ba355f1fdd821b32c805fe68f823b7f70488ad030ef4623ae0016761fde	e9b2672047e448e5e0e07e7e0f58467886cb3d6ee2c571e936e511c448fdddc4	e9b2672047e448e5e0e07e7e0f58467886cb3d6ee2c571e936e511c448fdddc4
5	2	5	2	keep	0	0	none	566e6851e9fd38893610cc927e5528f16acc199553713a55c69b6ace1a0deaf5	566e6851e9fd38893610cc927e5528f16acc199553713a55c69b6ace1a0deaf5	a0081ac32e7e75bd48ed38eeccef3956253c1b6d78c12bacc193db6cc82db719	a0081ac32e7e75bd48ed38eeccef3956253c1b6d78c12bacc193db6cc82db719
5	3	5	3	keep	0	0	none	66f562e9e6eb3aff5b7d6de5c061a030b594b02a332869b6303345be289e3749	66f562e9e6eb3aff5b7d6de5c061a030b594b02a332869b6303345be289e3749	d5ce98acc7da786fc869e7843131e75967eb8b3c26ab5dada010827aa4e7a95d	d5ce98acc7da786fc869e7843131e75967eb8b3c26ab5dada010827aa4e7a95d
5	4	5	4	keep	0	0	none	398395b1541e1a75456f5122f882e99fbe9d9c322350b84c4284cb4c70fe7923	398395b1541e1a75456f5122f882e99fbe9d9c322350b84c4284cb4c70fe7923	38c2e4342acd548cb39e76f4f515b1d6c312d6cc03f56514ab65f0d02d89c716	38c2e4342acd548cb39e76f4f515b1d6c312d6cc03f56514ab65f0d02d89c716
5	5	5	5	keep	0	0	none	63a9d3618e2919b871659a576b9a38a64caf7ec9766fa1620a9d3a4c859fffa0	63a9d3618e2919b871659a576b9a38a64caf7ec9766fa1620a9d3a4c859fffa0	c0aa299c60607932c8be9c8e515a10240925168d931ddffe25f98bb13c5bfd83	c0aa299c60607932c8be9c8e515a10240925168d931ddffe25f98bb13c5bfd83
5	6	5	6	keep	0	0	none	bb69898e49844047981ed300200b03306d23f49fe8c44bb4e7e2fc3293bd52f3	bb69898e49844047981ed300200b03306d23f49fe8c44bb4e7e2fc3293bd52f3	d095e531b490b06e71e7b1647cd3b736f7db9a2f57bf7a1f10ba149f767e44a8	d095e531b490b06e71e7b1647cd3b736f7db9a2f57bf7a1f10ba149f767e44a8
5	7	5	7	keep	0	0	none	ae0250d4d6f1c8fc7f287a694ca21b43bafb6f3ec773544dece83b2f0f7e4ef3	ae0250d4d6f1c8fc7f287a694ca21b43bafb6f3ec773544dece83b2f0f7e4ef3	d5ace0843377b14d49cc89d0afbf2952a898132ec16bab7322c9faf023db355d	d5ace0843377b14d49cc89d0afbf2952a898132ec16bab7322c9faf023db355d
5	8	5	8	keep	0	0	none	16a8cdafc8084f8be24331d74a112bf326c2d7a3aca62954e5a1ba06d90b770e	16a8cdafc8084f8be24331d74a112bf326c2d7a3aca62954e5a1ba06d90b770e	69ba7d300fc7c1bcb1f2c211eaf9227e3ea8ad30dba97841ea341f08ec12cf0c	69ba7d300fc7c1bcb1f2c211eaf9227e3ea8ad30dba97841ea341f08ec12cf0c
5	9	5	9	keep	0	0	none	600e041f964f64aab1b3265013d57ccb2e9d864e9f3b9d944707592897e311eb	600e041f964f64aab1b3265013d57ccb2e9d864e9f3b9d944707592897e311eb	8c8efc418122802860a3c820a3fc23128406dfc3b77f072265c0da6c7aeee445	8c8efc418122802860a3c820a3fc23128406dfc3b77f072265c0da6c7aeee445
5	10	5	10	keep	0	0	none	fc5dfb888b71f3928143f431c68852621166d2c986c905dd68fddd7983a9e715	fc5dfb888b71f3928143f431c68852621166d2c986c905dd68fddd7983a9e715	ee16b97cf215fc986e14dbd127222c774e4f04172091034a96c6b18cad2b599b	ee16b97cf215fc986e14dbd127222c774e4f04172091034a96c6b18cad2b599b
5	11	5	11	keep	0	0	none	2dae1112d9a9e08775e9daf229162905653d7eea1b1a0f17ea829a58d094700d	2dae1112d9a9e08775e9daf229162905653d7eea1b1a0f17ea829a58d094700d	93aad85dfaa3db09cc954258e1038eb943a53847c247b50b1b7895b5bfc5a350	93aad85dfaa3db09cc954258e1038eb943a53847c247b50b1b7895b5bfc5a350
5	12	5	12	keep	0	0	none	eb4e78a5b5682e61603c37d57e2462e25680edb0fe2c968aefbe268940361727	eb4e78a5b5682e61603c37d57e2462e25680edb0fe2c968aefbe268940361727	bffaafd7c2cf6e945d9912b49909447e961db613b8785313770855759db6bb54	bffaafd7c2cf6e945d9912b49909447e961db613b8785313770855759db6bb54
5	13	5	13	keep	0	0	none	4b5ee1a0a87bd4759615b03ce8c264d43cdb22db33348f6ef491fe7559835d1a	4b5ee1a0a87bd4759615b03ce8c264d43cdb22db33348f6ef491fe7559835d1a	a70de116284f8a52d14b2e562f3eeb174122afeeafbffb145c161c1ae1ba2324	a70de116284f8a52d14b2e562f3eeb174122afeeafbffb145c161c1ae1ba2324
5	14	5	14	keep	0	0	none	6faa166cbf4049efc8e624e1d3bcd8ebaf88389d8a6732c86ae1bea0964eb31d	6faa166cbf4049efc8e624e1d3bcd8ebaf88389d8a6732c86ae1bea0964eb31d	7de9881624ef6d17ab8dec788f4f9f63bc9055a96505c9ade1bc8c06b95796cd	7de9881624ef6d17ab8dec788f4f9f63bc9055a96505c9ade1bc8c06b95796cd
5	15	5	15	keep	0	0	none	4b2930a08130770dc1c3bcf71821eff99181e4815ab2eab279be4002f984c866	4b2930a08130770dc1c3bcf71821eff99181e4815ab2eab279be4002f984c866	c301750f2ff7d110607e09f58f891a55ca9e90e9ff8d263d8c68df84bfc18e2b	c301750f2ff7d110607e09f58f891a55ca9e90e9ff8d263d8c68df84bfc18e2b
5	16	5	16	keep	0	0	none	c1d969d5ae4bbdc9346f535d79da612131ea7b3b1e1c2ebb78240414cc9d03a3	c1d969d5ae4bbdc9346f535d79da612131ea7b3b1e1c2ebb78240414cc9d03a3	49b0dbbb3a02926c481776670786d606a0e6f25c936605f015a4454c47421e02	49b0dbbb3a02926c481776670786d606a0e6f25c936605f015a4454c47421e02
5	17	5	17	keep	0	0	none	b55edd53f649d3763850bcc7e3e4dc702a88fb48c4a00c736fe3aec7e35f61f7	b55edd53f649d3763850bcc7e3e4dc702a88fb48c4a00c736fe3aec7e35f61f7	e1df054fa7b21a1e2e85dfe53816786244a579028a8cf5cab60c5e35275d0faf	e1df054fa7b21a1e2e85dfe53816786244a579028a8cf5cab60c5e35275d0faf
6	0	6	0	keep	0	0	none	68faf595673a04c499db0a9d7627be6d21cd7aa97e5c703712bf45837c2e55d9	68faf595673a04c499db0a9d7627be6d21cd7aa97e5c703712bf45837c2e55d9	e27a4581cd31a8818509a40ce7cf7f37a405204f3147ad304b25303969acccb9	e27a4581cd31a8818509a40ce7cf7f37a405204f3147ad304b25303969acccb9
6	1	6	1	keep	0	0	none	5fbbc80b86b3b0c996bcbf425d225700b6fee0fea37361af77f59626cd9a296a	5fbbc80b86b3b0c996bcbf425d225700b6fee0fea37361af77f59626cd9a296a	b0cb217ae9ec72a34b3f3be9ee96f26856dc2e5ef1df9d7915965d285d4fad84	b0cb217ae9ec72a34b3f3be9ee96f26856dc2e5ef1df9d7915965d285d4fad84
6	2	6	2	keep	0	0	none	fe7a0c434134c96f1aac5e707ab85bdf620b8ffb5d6cdde7c2feb4befe988fd7	fe7a0c434134c96f1aac5e707ab85bdf620b8ffb5d6cdde7c2feb4befe988fd7	eade20186a079a05d9017c4cfa454dd116e74cf0fd56b56287567454496e09a9	eade20186a079a05d9017c4cfa454dd116e74cf0fd56b56287567454496e09a9
6	3	6	3	keep	0	0	none	0d4a8d4507bf74655cfeda4648cbc0c70f9c114348705208e95adf2d5ae12e44	0d4a8d4507bf74655cfeda4648cbc0c70f9c114348705208e95adf2d5ae12e44	13163fc2b42b42386ddb8e6fac21f59947612f43f49d46e4b609fa1c652e74d3	13163fc2b42b42386ddb8e6fac21f59947612f43f49d46e4b609fa1c652e74d3
6	4	6	4	keep	0	0	none	04ebdc93bc97a8942d962cc1bc13ac7df8cd7145322a098f92665e8e245f6e59	04ebdc93bc97a8942d962cc1bc13ac7df8cd7145322a098f92665e8e245f6e59	e6757f300a6deb3552fad6808409451ba0ec0769d8f29e73cb4896100e008dc9	e6757f300a6deb3552fad6808409451ba0ec0769d8f29e73cb4896100e008dc9
6	5	6	5	keep	0	0	none	9dfd720067ee62808fbc20cd93a4bed80c06890824ee381428f0cfc16aaf64a2	9dfd720067ee62808fbc20cd93a4bed80c06890824ee381428f0cfc16aaf64a2	8b6115b28cac3e7946b819bed6f449e5fa4bda158ec89c1b8adaf58bb048ef3e	8b6115b28cac3e7946b819bed6f449e5fa4bda158ec89c1b8adaf58bb048ef3e
6	6	6	6	keep	0	0	none	6eb2ce58ae7081689245392b1edd59fe1519df43daacb273cc8b90c3a650aa4b	6eb2ce58ae7081689245392b1edd59fe1519df43daacb273cc8b90c3a650aa4b	cf7a58e86d21c80e62d3634bac31bd9d1b5648bcba49fdb10323c5a1d2f7eb0c	cf7a58e86d21c80e62d3634bac31bd9d1b5648bcba49fdb10323c5a1d2f7eb0c
6	7	6	7	keep	0	0	none	ff70d358ceca24a69e6e3fd1b3e6598fd2bd697a57fffab632ddcf6ccfb3c73d	ff70d358ceca24a69e6e3fd1b3e6598fd2bd697a57fffab632ddcf6ccfb3c73d	e0554cba87d3b070f1c327a34d2b0988ffb7e0c4d726cb3fbed6fb4e19707a7b	e0554cba87d3b070f1c327a34d2b0988ffb7e0c4d726cb3fbed6fb4e19707a7b
6	8	6	8	keep	0	0	none	3704c49d7ac6f55211e50581da5172143443d12fbb56cd7992e0117d07d30431	3704c49d7ac6f55211e50581da5172143443d12fbb56cd7992e0117d07d30431	e9e0f69a06e15658ebd7a8683052047578c6d88dc3001b1aa4be0c7915695b70	e9e0f69a06e15658ebd7a8683052047578c6d88dc3001b1aa4be0c7915695b70
6	9	6	9	keep	0	0	none	c3143c23f0a5fef209de0f3e9fb164997af2839b8e021400437945824a953b00	c3143c23f0a5fef209de0f3e9fb164997af2839b8e021400437945824a953b00	adb9b60114376c59f843d8541047df0816a842a47995f816d1470e9a5663dac7	adb9b60114376c59f843d8541047df0816a842a47995f816d1470e9a5663dac7
6	10	6	10	keep	0	0	none	9e38720971ccfac1899ad602823ed0f2edd99ff8e484ae28f7684ff51343fdab	9e38720971ccfac1899ad602823ed0f2edd99ff8e484ae28f7684ff51343fdab	df7a2bce5d6fa812ffb7577dbfd438ac7cdf78236148478d816c3c075eaf3b39	df7a2bce5d6fa812ffb7577dbfd438ac7cdf78236148478d816c3c075eaf3b39
6	11	6	11	keep	0	0	none	7d95d765af7baca4a92fb62d3fd89d97e574c90d8a78e953d1215aa0d7f180c3	7d95d765af7baca4a92fb62d3fd89d97e574c90d8a78e953d1215aa0d7f180c3	48d92d8c2ca86ed062bc70f55f7ceca163775c1b377ccc3904e440e21871900d	48d92d8c2ca86ed062bc70f55f7ceca163775c1b377ccc3904e440e21871900d
6	12	6	12	keep	0	0	none	45eaea0162da6691ef0fc802e1c788c331cace4743985ba0848e03859a5fa062	45eaea0162da6691ef0fc802e1c788c331cace4743985ba0848e03859a5fa062	803e9a98db8e6d77f6c61224d553ea2f0ca25efb9c4362ef23eba49ec6a4f641	803e9a98db8e6d77f6c61224d553ea2f0ca25efb9c4362ef23eba49ec6a4f641
7	0	7	0	keep	0	0	none	aa8eb9bd01bb9518a68ebeec17a3ea87b295f8f735c453adb3ed7d7c2cbb0c95	aa8eb9bd01bb9518a68ebeec17a3ea87b295f8f735c453adb3ed7d7c2cbb0c95	75207612da929d9997a21ba4ed292e52a5d91a1e8fb73a3b7faa9c8218e616e0	75207612da929d9997a21ba4ed292e52a5d91a1e8fb73a3b7faa9c8218e616e0
7	1	7	1	keep	0	0	none	44160b1b36cdf1466a8e42dccc129a2ecddb731a86d3522347ae394d5aca7ea0	44160b1b36cdf1466a8e42dccc129a2ecddb731a86d3522347ae394d5aca7ea0	86f0c353f4a85e8477148e6e9e1487dbbbc51f0c5c0c687d0289f5277b3f4a76	86f0c353f4a85e8477148e6e9e1487dbbbc51f0c5c0c687d0289f5277b3f4a76
7	2	7	2	keep	0	0	none	4c528ec47f6044af2b362425673d9fead28341fa8a7cb2b0afcef75c41d039c9	4c528ec47f6044af2b362425673d9fead28341fa8a7cb2b0afcef75c41d039c9	53bc5c4eba2e4e2204e1f27a93870487fa68dbf9e21e3df4829b33b11b03fd21	53bc5c4eba2e4e2204e1f27a93870487fa68dbf9e21e3df4829b33b11b03fd21
7	3	7	3	keep	0	0	none	6b5a1129691460287643e395ef49965747b5dc078289a37e1cf96392f53a99bc	6b5a1129691460287643e395ef49965747b5dc078289a37e1cf96392f53a99bc	6b5a1129691460287643e395ef49965747b5dc078289a37e1cf96392f53a99bc	6b5a1129691460287643e395ef49965747b5dc078289a37e1cf96392f53a99bc
7	4	7	4	keep	0	0	none	74a7ecac274859127673f552b2e2eb088819ae289271cf5a155570edb6e61503	74a7ecac274859127673f552b2e2eb088819ae289271cf5a155570edb6e61503	96a0ec0df58b994ec4b56be67ce59d8461867563d1b896862d598962f5a40eee	96a0ec0df58b994ec4b56be67ce59d8461867563d1b896862d598962f5a40eee
7	5	7	5	keep	0	0	none	a4e50605f114c87600ad9c21d1fd87dee8812e5db324cff6deb00e2cf64c8478	a4e50605f114c87600ad9c21d1fd87dee8812e5db324cff6deb00e2cf64c8478	0c2089b68d804cef3ec8611f0660b82054447f15f513ec8145d16d54cbaeabb3	0c2089b68d804cef3ec8611f0660b82054447f15f513ec8145d16d54cbaeabb3
7	6	7	6	keep	0	0	none	3534db0d25c9c3e981d1da6475b9784ecb4e87f101a4036f134a68a4989f90ae	3534db0d25c9c3e981d1da6475b9784ecb4e87f101a4036f134a68a4989f90ae	d7e96d1d9fe31f73a371f10f72cc54fc39d9d9ff66c591415468efa8ea841b73	d7e96d1d9fe31f73a371f10f72cc54fc39d9d9ff66c591415468efa8ea841b73
7	7	7	7	keep	0	0	none	d3d15ebb5f65607478c4e1706c2393ad380cd963b197a119021775d8401adeab	d3d15ebb5f65607478c4e1706c2393ad380cd963b197a119021775d8401adeab	d5edc5b7ffc3c7303e21c16cb32044c7cf5dab128c518f258c68432880f9bae0	d5edc5b7ffc3c7303e21c16cb32044c7cf5dab128c518f258c68432880f9bae0
7	8	7	8	keep	0	0	none	4ea5bb69312d53a494d463a7259c82439c12f2cac3003f3dc856b7e2d9e995dd	4ea5bb69312d53a494d463a7259c82439c12f2cac3003f3dc856b7e2d9e995dd	abb1d603c6d468b91fdaf5349c1f7062705e523e9911c99707ae96284db556f6	abb1d603c6d468b91fdaf5349c1f7062705e523e9911c99707ae96284db556f6
7	9	7	9	keep	0	0	none	cf31f446b26273f4bf46299219bc1bfeb92959572a08258168cdb5b5085b3588	cf31f446b26273f4bf46299219bc1bfeb92959572a08258168cdb5b5085b3588	1ddfd9f1a156964f32ff576687854733ae5677154b7eec5ce4eba70f8660c028	1ddfd9f1a156964f32ff576687854733ae5677154b7eec5ce4eba70f8660c028
7	10	7	10	keep	0	0	none	baf886eca1bdd308a7241f2b2fb0a6a66b6d9afebfc236298ed367188efd62d9	baf886eca1bdd308a7241f2b2fb0a6a66b6d9afebfc236298ed367188efd62d9	4059cb38013313453593fb252c04f4fc2d720c3ce78ccebf29c8ef18cfe56252	4059cb38013313453593fb252c04f4fc2d720c3ce78ccebf29c8ef18cfe56252
7	11	7	11	keep	0	0	none	1fd71cbcfc1877a45e5431fbac776c28f60e08217023d21131e4832d03814059	1fd71cbcfc1877a45e5431fbac776c28f60e08217023d21131e4832d03814059	d7e45a77928d5c7b7c3f9a315b4fa2ba77a7b203157d26d0e5baadc028700984	d7e45a77928d5c7b7c3f9a315b4fa2ba77a7b203157d26d0e5baadc028700984
7	12	7	12	keep	0	0	none	bc61c8cea5a0486545acf9d0eebbd32e51e085eb9335f2776a521a58e9ddfd89	bc61c8cea5a0486545acf9d0eebbd32e51e085eb9335f2776a521a58e9ddfd89	7e3d495490e86c55f74dfeb4a4cfa0e38c2f6c28d0ee4dbf41e58826f54b50d1	7e3d495490e86c55f74dfeb4a4cfa0e38c2f6c28d0ee4dbf41e58826f54b50d1
7	13	7	13	keep	0	0	none	affa261b53a4665cebaafb48c7adfb5e8eca763648d444f0c89d5437ee5bba96	affa261b53a4665cebaafb48c7adfb5e8eca763648d444f0c89d5437ee5bba96	31351bb70073cbaa23b6416f5ba1d600c1759d033da4ecb3575d85eeae52affc	31351bb70073cbaa23b6416f5ba1d600c1759d033da4ecb3575d85eeae52affc
7	14	7	14	keep	0	0	none	30dd602e041a57029830a8420381456f6f35053eadd4bbbcebf766659a167ab4	30dd602e041a57029830a8420381456f6f35053eadd4bbbcebf766659a167ab4	843a253dc125807bbfebd0294d0bc3f2c84dd2989e8ab73132958719bc371331	843a253dc125807bbfebd0294d0bc3f2c84dd2989e8ab73132958719bc371331
7	15	7	15	keep	0	0	none	1f2bb980c2b7e2d002c9cec7c6c639c818f096dd2af895ef15679e7ff57731f5	1f2bb980c2b7e2d002c9cec7c6c639c818f096dd2af895ef15679e7ff57731f5	afa281d4eef6fbeff2ec022e84cbc520836cf8598b1ceeb345f0a734660c89fe	afa281d4eef6fbeff2ec022e84cbc520836cf8598b1ceeb345f0a734660c89fe
7	16	7	16	keep	0	0	none	db850c947c8536a50872e672dff5a0e9a1ecafebe9ecc0219c4f93694fb2e5d1	db850c947c8536a50872e672dff5a0e9a1ecafebe9ecc0219c4f93694fb2e5d1	858f66d7b86ff5ea94874d7bd195da1862ef4d242d606de3516927286170aac5	858f66d7b86ff5ea94874d7bd195da1862ef4d242d606de3516927286170aac5
7	17	7	17	keep	0	0	none	74a2beabfa5fa9014a7593514f66658ab5bbf9a2365f8460729dff22fc78fe5e	74a2beabfa5fa9014a7593514f66658ab5bbf9a2365f8460729dff22fc78fe5e	2c898dfe39d14385b37b5c62109c7c046798fc1a67390b642e9eaaee39233a47	2c898dfe39d14385b37b5c62109c7c046798fc1a67390b642e9eaaee39233a47
7	18	7	18	keep	0	0	none	25c82e8077f8fe0cbf4e77a90d3494bfd3a281a0c472ba5df7d30e36d0db9702	25c82e8077f8fe0cbf4e77a90d3494bfd3a281a0c472ba5df7d30e36d0db9702	331179ad9518e25e088c53119fab23a3fe4fd9b121a1d9f07e1a9c40b8fbc503	331179ad9518e25e088c53119fab23a3fe4fd9b121a1d9f07e1a9c40b8fbc503
7	19	7	19	keep	0	0	none	6336dbe9d13f44c350c94dddabddaf27cf78e6112158884dcc19ed26da1c33e8	6336dbe9d13f44c350c94dddabddaf27cf78e6112158884dcc19ed26da1c33e8	fab6484b72eec9720fbc576bd66d760516212bb88d461b299117b5b86490cc25	fab6484b72eec9720fbc576bd66d760516212bb88d461b299117b5b86490cc25
7	20	7	20	keep	0	0	none	fbb69d82188aeda3f97ae968a1f94493a44cfa8c4414a7a5d6f99addebc96697	fbb69d82188aeda3f97ae968a1f94493a44cfa8c4414a7a5d6f99addebc96697	829d13ce11dcebd2dc64a41431fff72b8931a02ec027385585deaf76c378cd42	829d13ce11dcebd2dc64a41431fff72b8931a02ec027385585deaf76c378cd42
7	21	7	21	keep	0	0	none	401997db1fdc6de867bcd2154732af219599d3262ef13ec806f94657459cc1df	401997db1fdc6de867bcd2154732af219599d3262ef13ec806f94657459cc1df	c7ef721d313f7d24934e88adbd21b5a0430bdac632c7adfca4174dadcf022791	c7ef721d313f7d24934e88adbd21b5a0430bdac632c7adfca4174dadcf022791
7	22	7	22	keep	0	0	none	b050b71b88cbaeab4bf0a894598ce83a084e69d23ae031d0057be340213fcc0e	b050b71b88cbaeab4bf0a894598ce83a084e69d23ae031d0057be340213fcc0e	bf900a35ac5ff8d3c30baab68237163c7968e347f17de235de544dfa8f91665b	bf900a35ac5ff8d3c30baab68237163c7968e347f17de235de544dfa8f91665b
7	23	7	23	keep	0	0	none	1edb5d0b955268439476fdd08f4fdc27b46f0040ea7e927c5ffa24cc40ed5cf0	1edb5d0b955268439476fdd08f4fdc27b46f0040ea7e927c5ffa24cc40ed5cf0	9b4a1059b5ed56ba1e0e3b77efe350473ca707db29af43fc4a35febe7c5695ac	9b4a1059b5ed56ba1e0e3b77efe350473ca707db29af43fc4a35febe7c5695ac
7	24	7	24	keep	0	0	none	b4d53a62f0b32a9f55b959efddc50452d61c8d1d3e7f838e3eaeceeb7a9dc24b	b4d53a62f0b32a9f55b959efddc50452d61c8d1d3e7f838e3eaeceeb7a9dc24b	5d90cffb3b32859c33e9a8b48a0af911871d3948fe3f367685d210cb3c6023b0	5d90cffb3b32859c33e9a8b48a0af911871d3948fe3f367685d210cb3c6023b0
7	25	7	25	keep	0	0	none	1edb5d0b955268439476fdd08f4fdc27b46f0040ea7e927c5ffa24cc40ed5cf0	1edb5d0b955268439476fdd08f4fdc27b46f0040ea7e927c5ffa24cc40ed5cf0	9b4a1059b5ed56ba1e0e3b77efe350473ca707db29af43fc4a35febe7c5695ac	9b4a1059b5ed56ba1e0e3b77efe350473ca707db29af43fc4a35febe7c5695ac
7	26	7	26	keep	0	0	none	68f8bb29f37edaf44066e105480c796b6db35d52f8f6b195d79cfbbad3b22585	68f8bb29f37edaf44066e105480c796b6db35d52f8f6b195d79cfbbad3b22585	2b7c224e4803d88b6e72afb90c86a62631852d07a573d2d57603bf4044211428	2b7c224e4803d88b6e72afb90c86a62631852d07a573d2d57603bf4044211428
