# Per-paragraph hashes of candidate/symposium-modern-en.json (sha256 of the raw UTF-8 paragraph text, the character-card paragraphHashes convention).
chapter	index	sha256	words	utf16_length	origin
8	25	2101cc4dca8e5018cee15b7305b1972f0e31f50629ca388d979efcef69841e8b	125	555	baseline 7.94 (unchanged)
8	26	24663d2d116df340758c286defc1818a09585aa60aa187a3929194d6bfa4245e	283	1427	baseline 7.95 (unchanged)
8	27	96c283ba1cd713a9db8d76b5b18e3cb3068ab6f4249f72e085e5ef5ef7a9db72	285	1447	baseline 7.96 (unchanged)
8	28	346311c55c5c9571ad2093ed6f33007326b2828b5f59e7f191a4f2e00c5c8764	261	1394	baseline 7.97 (unchanged)
8	29	bd6f2fb7e0c0bc97b3ddba93f26bd4d65bb4442d658163528bf5bc112687c84f	308	1505	baseline 7.98 (unchanged)
8	30	063c87521f298a776889d38e2832788d97a29cf65fa4747935bc6b9d71ae21bc	235	1241	baseline 7.99 (unchanged)
8	31	40f21de3249c5784e3ddd1f4d9e623bb082557274e1385d71f6dbac883347bc9	264	1410	baseline 7.100 (unchanged)
8	32	4a91a7d76f448dca3b2ce04f3436338f49fe3264e7fbe623ec0d67c599eb18e6	85	456	baseline 7.101 (unchanged)
8	33	fb07a09f23f0d2f58d5ef2e86f5184f490c4729f50ebaa3df009b2966d11bc95	17	82	baseline 7.102 (unchanged)
8	34	a918ac58a7b23948ce794e6fb71b68a801cef29d99a98df3bf3a52048256c0dd	9	50	baseline 7.103 (unchanged)
8	35	3da3b407510e3ccfd0aaafacd20479e8ab07e7dc069f4a8010182c986c3afb16	255	1300	baseline 7.104 (unchanged)
8	36	e5f5dd7c0ed45be5184595a6449713765cd3f4d35bc24dfc84ac4c01dc406f9e	223	1240	baseline 7.105 (unchanged)
8	37	40da0fd6a954f5165770488cf6638ef182b58f0225dc78132de63232bfe7a238	222	1175	baseline 7.106 (unchanged)
8	38	749d351a2576109e35d74bc95f240ab596c40bdb5b5696ec6a9e1f3037058e12	92	477	baseline 7.107 (unchanged)
8	39	714debf56b7ff4803f2253208586d96f23b47d79a62eef2652f745320a4ac5e9	125	652	baseline 7.108 (unchanged)
8	40	31dff27c6c9fdb7b15c40ade217a1b8ecc8cc3720cabb0375c1a227224469788	48	237	baseline 7.109 (unchanged)
8	41	c36b22d33259aad4efa1517a8e7ba86d24ca415262594282d67b5f609124add2	16	85	baseline 7.110 (unchanged)
8	42	07059140d8c776e6d50b4afb1918fac5648aea7e3418e49028272b2cdfaee2ae	32	162	baseline 7.111 (unchanged)
8	43	c899dd034453c91c18e61298682f0d3b41072522a2d4288eafc9a2f096828cad	62	305	baseline 7.112 (unchanged)
8	44	dc32b38e1f473f528463140516c8aacc190ac1c4350fe722cbb94935f12ea9d2	14	84	baseline 7.113 (unchanged)
8	45	173c77fecd1121518cd430a6ce8f227ccca697ff2669bbda2d90053212073740	32	185	baseline 7.114 (unchanged)
8	46	d58872a0efbc88e80e8b8ff932359ec28dcf608209a86d5fa0c693845d8f5de3	263	1500	baseline 8.0 (unchanged)
