# Per-paragraph hashes of candidate/symposium-original-en.json (sha256 of the raw UTF-8 paragraph text, the character-card paragraphHashes convention).
chapter	index	sha256	words	utf16_length	origin
8	26	4c4de65e5561d6017efe58a06f3c00efcfaa497131fc01067cd43ee189a2ff7a	279	1426	baseline 7.95 (unchanged)
8	27	50b8a92de8920beba82ef42746c97db249b5ff152dc54688ec6fb43932f70867	284	1446	baseline 7.96 (unchanged)
8	28	9839362057961adf84e5aadb509198f3aab53c1b854c86152e73ce386bcdef0a	265	1424	baseline 7.97 (unchanged)
8	29	8d6992ca48dbe3e81ba424e106b1013b0df960432dbb19edfcda4f74e400ee3f	305	1506	baseline 7.98 (unchanged)
8	30	51a29ca207e4b93349d3de580d148b97d1e85ba1a1e330ae0235f0777e2175b8	229	1238	baseline 7.99 (unchanged)
8	31	1ebc017b25cd08103648a92bb3bed8b5e35a0db9f3f6b131be831674ece232f5	260	1410	baseline 7.100 (unchanged)
8	32	2bb7b35c3edf0c69fe7ebc3bde065e11c06caa3f8f77f68d90bb338753e98c6a	84	455	baseline 7.101 (unchanged)
8	33	fb07a09f23f0d2f58d5ef2e86f5184f490c4729f50ebaa3df009b2966d11bc95	17	82	baseline 7.102 (unchanged)
8	34	a918ac58a7b23948ce794e6fb71b68a801cef29d99a98df3bf3a52048256c0dd	9	50	baseline 7.103 (unchanged)
8	35	79904003b356523f409a82c4fd5f7ce88a382001efbb3526d6488f441613dcb6	250	1316	baseline 7.104 (unchanged)
8	36	8d6bf8924db4d79b9dd79b44843b4159da002ebecb64d3869a95673481dc8377	219	1255	baseline 7.105 (unchanged)
8	37	14c07366306605b0bd7a016b503e7ae14787e978ca9fc5c0f81c5d117607100a	219	1189	baseline 7.106 (unchanged)
8	38	5fd58243dae8fbd43a5b0f34de3facc9613d78b287a9d490fbe5547a90effec6	90	475	baseline 7.107 (unchanged)
8	39	d0bf31ae5418b812bc606f5c91dc09806625c75b4a9c634019c7273e05c2c835	124	647	baseline 7.108 (unchanged)
8	40	eeac3cf2710ffcaea70ee2b23c23141ec629c2f254d4749d7135eb4238361d7a	48	233	baseline 7.109 (unchanged)
8	41	5283cb903564326127ef4ff29da3e5dfd8ff3237f6805782b4c2131a57b70187	16	81	baseline 7.110 (unchanged)
8	42	980f56fdeafe7248f1614350cc069c283b453d50100f1169b1434e0ecd1d4146	32	158	baseline 7.111 (unchanged)
8	43	c1bc03cee431d192b49971527a1c363222307fc0f75cfffb997acea03d8ed10b	62	302	baseline 7.112 (unchanged)
8	44	30316c47498a92a76ec3e7289dee524882c6df6ac629a0945c5755e9c5469a4c	14	80	baseline 7.113 (unchanged)
8	45	c488da1b1d3059aa3f10ac5f0d99f96defde2fd465181412afbd865ba316e2ed	32	181	baseline 7.114 (unchanged)
8	46	6af0ae82c2494e5ba9302dc055cae84cccb7d601d0553db5c2ab722c67747504	259	1474	baseline 8.0 (unchanged)
