coord	sha256	changed
13.8	dfde8e005e78529d55003fa6169a322d3c778c42b8800a37a9a6eb07e1fe256f	0
13.9	66d0e98d4e0ca64f87159c51020925ad0374eb1d638b0737201b4545776bdca2	1
13.10	84f040b56f678cb1c4961201bed10ec4912dbd83bb34e1c4109b7877e5c09c2f	0
13.11	523ca7e5cc7c6cdf4740a9c28b444ecf098adeead5e94579de4bf770b5110da0	1
13.12	e377fe1caf1f71e771874cf606141d101721b635e2dc6feae478570eb660f7d6	0
13.13	5222d185f8f752b8f511e5e4d73065f0c1d537c9327108b5afdd424696b43edf	1
13.14	c4b6a778855197f47c93972c7cf94ba959a72f1c477b5217a2e480a9c8c22da1	0
13.15	9e8552eddd381d7392057b2d0e0832b2c7a253a531c74b400721282cc0030c1c	1
13.16	4ca1337a8fb597a9f2b571cb3d51a73144fe5c604c628678bac786a2a436c856	0
13.17	e85f1ccabc7c833387115c5310c2429583c2363b7cef88973fa69213e1a407e1	0
13.18	03c408b7ae1582e4a22831a04b0a732325b2aa4a1a75d759834cc7f16f1b1137	0
13.19	057fbac81327103f80c5e84ecf42a808a1cb33c14b3ff4bd9ffc5accc8723d79	0
13.20	e592ccb156529ff62057a81bf722dd8bb30d1e8c7830f288d0045c74b55b26c1	1
13.21	906af02642a02fd945708f00e775d76fac302847fffee715fd94ad2a4593478b	0
13.22	6d09cc2f25c5d53897fb47c028cf96d20951485dafbced47a526f12c5296f1b4	0
13.23	c3ba8a496389e448a78c030cc2ea166fdb5d66ee39f52cb669d9993c7aff0704	1
13.24	3586d3b55f26121150f8127f7777d8a6a8d07aa90431429c2db0bebf7d7a59ec	1
13.25	09a5286bb39b7dbb168f525177e242a4b9e56edeb4d703a65aa2644d86a94d2e	0
13.26	57a508d1f0ceec329d02cf92c6b495682eb17a7d2f0b9bb667139c1f7980c67d	1
13.27	793f87b1c66fc2a481d75161f661bfcedd867882e6a683e102351f22b6c245d2	1
13.28	a7e76b3dde190592a7f65e12057f15090f35c904a4c42e69d2100f16327dc939	0
13.29	588b729ecf0b4ac77aa261ce383d2519b5183a47ee49877a446a4d939363b772	0
13.30	bd8b189c90a0bf9de785ecd07b77988b141e261d99168461aea005ad24838327	1
13.31	5fcabdda67dac5bf232c7f6939fb12fec936bbdbd5f5af02550d7a9c759c968f	0
13.32	315022c61b832e90d562705e8c7759569bb99a244ba9eca8c5334c3dcd5dd993	0
13.33	a3cc0d53a54bf8a2093d03ae72faf1e911231efed9ca186c0a19127042b7700c	0
13.34	a0d3bd2e25ea6c6195683a512e9f6b1ed3129562c31e42c369cea79431e052c7	0
13.35	c5c84e64257ae2c1feded6b37a8fca23dabf572826e889a8ff8ec148e699ac56	1
13.36	e4c67edde4957cb77ce2d0bb214433da967d6fdb50486bf7423f4e6e51c2eab8	0
13.37	08bc40bedc691fc3dbba96d74f965ed8176b4de8e958581ea2b1f6a73cdd8046	0
13.38	4f2c9fc51928be9a919222fdd44d1e4213b4586f3adb540d5fd21f448b766fa9	1
13.39	9971b0fb758dcae41090d83fe7c06803c3412a22a1db4556a8d0f47b913459eb	0
13.40	a748e79dabe8c1a9daf99c76aef27d2a102b5b8def5bb3e2aba3250b5b142ff3	1
13.41	34cc8c1eaf924f55740d993ba0fdc277ded4cd26765cc16cd63244d318296d8f	0
13.42	cb308b0461924f0093623ebb9201b741c3cc4478640032b6b79bd86fd8886d57	1
13.43	837ce84a7ef415a299c6aaa8a904394e7c6abb48944747b72cce36943462617b	0
13.44	9a16256018bd13d51d8b28a49a8db63ff5714fea63cc7737ab497746c5406622	1
13.45	4bd148daf12040d7d5ee8797edd3ad89a7de15b7b3cb587b12f3f8a401fd8502	1
13.46	f195b418362a44a018830e0de22c03fcbd0c201415591d71ce697d724999da64	0
13.47	a79ed0e8df5a801b15c1ab87e2ba8063c527d4bbb758a7893fa4263931961f4d	0
13.48	51948bad3289a10e02bbaf24005668d2b82502a995fda2b257f1357d2760833a	1
13.49	d1dd12c5d669131f1fee3e480166d8dbcd3a2219785b001e501557fa25dd0da9	0
13.50	335ba8e4c774cef3c642485489ab8ceb692e56b414b273c36a6c196c1fe08b33	1
13.51	56d5c3a70f06096fccb3185141fe3bdddc467a909a25fbe3f6e58911f2a4097f	0
13.52	806570323506300fa00ec19dae30587580429ce7417b880a08975b1e7b41c26d	1
13.53	05845114f7d65f04e30db8d7b52dea18e17e9a6aa95655edcf5ac44d6df06314	0
13.54	3b733559e13360df4be666965e313ace39e4b0d7ee495ef09579751e647764ed	1
13.55	c2fbf3dbf94166ef83db053910c1c4d6124a80abe10e1be7cb6ff39de53f8712	0
13.56	ca1071784bb4db84a46c1774af1fda849b6121aa6aa40a24b40f02757e23a9e4	1
13.57	85e18cd4ae81788d7bb69771bb926e5bf8eb1a5772a10ae04ce8c70a6ccb3454	0
13.58	f7981d1c6e0c6181808533de70eadb20ff4bb29f8b2efa6959025cac981e1455	0
13.59	3f95c8f0575a432438f0a52a0c79eaa3fab1c2122a2644113d352cb50d13ce29	1
13.60	8cd1c2076aa5e9d6c06a3b88bf89ae2577cb4c97f95d2a4881f41510d69d70d6	0
13.61	dc7a0416d30394066f31142db98adfab130549f7e85d3eabd064a0bd4e2d49ea	0
13.62	cf87b23d0f70cff8f9ce62b411ad616fd9be0b93edeba67c70f647e5a4b848e1	0
13.63	291674509624ba731cff947570705ac9bfe636e891cd1d60c1b9fc97cf3daf7c	1
13.64	cd6f8d1587ac86762ffb7060f1fc758fb49716b0c175fff73f0b6e6494a666f7	1
13.65	ac2cb8e6f12a931d1f5e99483371fd3dc861c1cd379f2bd9189c714d5685189d	1
13.66	21d4d18e095c8d0f3793ad1af362360be0b0d83cde4eab5d5642c67c7197a5e5	0
13.67	1d5a7f5cc9937d1af69041b9495dc16fa517911a0d4ae642ce32749d73edacba	0
13.68	4d556f4cbcaa8e43dbeb8e051aef35c323ef3419c5bf4014994d5451eda3151c	0
13.69	ffcfb6ad73d7e120b4ddc7e968b7f4c30a973829ab38a173ff613b17cbafd953	1
13.70	0791eab05f6110eb7b6c95f49c64278d0e7e83f2370cbb273b4f3e67e47b3b5a	1
13.71	8ad1110358b125859e1e5eda6bdb94d2d6ea49802fecaf7aa85ac6564f7243d9	0
13.72	503dc7315883b051dbe751a4a4fc161357c4a27aa73f2e3adebc18623b53a5ac	1
13.73	e5bdaed2856cb3275ac2c56e20a3e72b8f5a9f8a4f2c2cc1b4b8c81056fd82fa	0
13.74	cc75f9904f03213051e8d9e7684f715ebb5bb40a940a578615451967df6da927	0
13.75	f21be00378696c97c5396fc59375173ec051220b5fc419c906f39e16cd6a23f9	0
13.76	dbe3a65b166aacf2b63188c9c7384263b808a9981d6b7c534abc59ec73f7e67f	1
13.77	f1f8aab56ee6a83d7022dd2eb192f458f860b9f842134277a8770a221d50c4db	0
13.78	980fe49467254f3049e550c248f798148c1436e9b29db6a3bfc3ba4fca2d1291	0
13.79	b3e49cc48e2504f3679ee8b6278bbb75adebd5c1dab2da7532716dcc4d1d76b7	0
13.80	e2370172c8df6ad81a6e1aafaf4ce5012855a3f46ee4b860ee5f4610b4feae34	0
13.81	84c98f2f0f04693357b1340e3fcedbc5f55d1e081307777b7c7f892b903af11e	0
13.82	88b4f3b392d7d2a05a1c6ae32c7f511b7fbac94e3f7326093f6754e3d334f4ae	0
13.83	806f68fb665b8b9ee2cc5123de804d9c457526eccbc7d2e395d0a635282e83f3	1
13.84	c6668ed877037e48d15d4f4e3819b8ed3b301c516fde7efed83a642f4060f903	0
13.85	c800a51e5be4546760403f01952f5edcbf67b8bc57a38887a2b9dbe13227d97d	1
13.86	d67e5365d333546e4f657302aee588b84d97362d7f4fe5b06166cda90e16c045	0
13.87	db1daa4bbe1f0bc8e762b16bb10a02814765dcbe37cb7d7ba873422d64a8f105	1
13.88	9dfd3a2c35655f346967679deda2d89c872f89591d75a0dbb0d11923e7ffaaa9	1
13.89	3e90ccdf100b98f40ddaeda92bf7c0334dedcde419981a7c44400c723fe881e7	0
13.90	daec08df59a67898c0c6642f112c5ec14e46f4d358a3ec5487530c6576bb7e31	1
13.91	9074c455ee9b476e0dec76d81f0d4b719d6bf390498f4a77dd79dda5a758c8a2	1
13.92	f2d982754e838469198be2c74c1f8312843f88ec717c289e5c1693dc1146fcda	0
13.93	4260d0344264e2e67d2f83aa616f77960bf26a85ccc7702b3c6c66150b173190	1
13.94	ad24f40eb6e13b23a43a550ceed200fd2acb4235c7019dbb20b23d84078a32b6	0
13.95	3c81f706c06890eac632e649863c1ded948ac86f1c091d3b92a1fa4a3d426722	1
13.96	301a78e7ae9723a434b6cb4fb64f4a43c75b8269554ce0a004666c490a419b1c	1
13.97	8963f3de9878e5cecf3fc9b6a28ae071de23816efa157dd02a4d2abff329279d	0
13.98	f3e8e879b39c5b6d992d89ca558f8cb4f004df6a917e10106809419f80d707be	1
13.99	8c5dd3337bb386403282ae3fc12a3ad24ca14d53dcf6c1161573f9a633979e63	0
13.100	753b61afbfce837dcee619703cb2e87a26bee4cb8eb34700f4ba90bbd70f4c74	1
13.101	caa7ae80861e87e7d61d7dbb83aa247e7581638782bb2f9de20c39e59be7e1aa	1
13.102	3c0f56c1d54de0991b10c09b70c765104f42f72330309570d5f72eb1e81f9cfd	0
13.103	26a3caf80fdbc6e515f9ba20e7d445899309bfa8286834495cd0d7ea6000b89f	0
13.104	d96b65a6e5f869e540a21e5aba27d856d47463605754f5d69ffb24009278b037	1
13.105	50f8d1cc34b9e582b9366e4c7008f3284b8079de9417f77054bc678a3b5cb008	0
13.106	c48be54a4aff9582d58b35412c28711fb47fad27eb0ba71e9d45cd02294e2c47	0
13.107	c326111beec6a0185a19b8d70ba1f7dfdacf94de0a94044d9fe5b46e2b959e45	1
13.108	440ff768fa50a6e915f382d538046686366e414542c7cd4b57c3453c310bed47	1
13.109	f75572bc05bddfa7257bfeb3e39aaad59333de78f37f3031da64a4750cfa42e8	0
13.110	07f6bc0c94909ec72c619ba7183f4371c04c820ab7475f82c4b1608ced338553	0
13.111	478f330243d09968aca6aab0d6f10d2e039951efef295489fab400c394d946ee	0
13.112	cc107473e1d2d15ed1e970c40dc08275c39f9848761a8011007ddbf1d6736629	1
13.113	5c98a494f61d2737f600e6ba049d44519a9459ceb4d10af4771cbf8c3a6a2b6b	0
13.114	2a20eea4d698f5af4d1c86d917a0d7072c698304662b92a9a295839d6105c175	0
13.115	5ddd4b7543a549e1b2e0f46ee016ca0dc14c58ae6eb6dbed36753c6f7131e327	0
13.116	9059b3f6df13d84b55c48893c0f10ba7f892755382d11fb5da898fae1edc00c8	1
13.117	543c88cda9c00c01b4794395f22b7372dc78d0f42a80089c11df411bbf7d394b	0
13.118	5df966d055dbac7d1890f55b33f37c315d5dfc32c4ef58bbe7dd47e9c36f482b	1
13.119	3be4647a30d8759b4a35d9631d9e973a90cada658fde64045bd38dcc07cd130c	0
13.120	28fc59c66c8448fa7e195a4f92511470ff7751eb1e64f10d79aee5b4a03877bb	0
13.121	04464d4b5869d5b9dd56ad08863efb75de662b675f3b2a004b4a0086cfdad18a	0
13.122	4c1fd5a696eb76870f0dea60bdbdf4e9957cafe74f8b9f575f0f226d89bb6282	0
13.123	417d54129c391dc25884657beefcb9e8a5b4bac86d83d669cca2e39cd43c1e41	1
13.124	1c9ae256180fc1a32e993050864ffbab257dde12db15f4e94719fe7f0347aa54	1
13.125	beb98db658f61213e6550c8613ef15dd1fe871debc7cd1535ad63e705004ccce	1
13.126	e46c07cd535c46bc790fe3e3e36426dcc7fcbeda5ca8534f9a0afe229cfd22ba	0
13.127	a5667f3443e5517cecab52d4744281586f6449ca52c0100408cf4ef2aab45ad4	1
13.128	64bf58abc2c2b57cc6c51f2b82a8e79a9bc93d4c33d0e520535d9a5dde34a2df	1
13.129	6b93b3fbe58b89f52556a69ac6dfb92ff067e8d2c2f290410bb24c1fab38cc2f	0
13.130	1190b8dcf67cdc512a672f1dc5b36dd048b31c9ec8c5e0071c66975a0288291c	0
13.131	fc08fa5b0ae9f0ffd3dd2262cd5026e703295e3fe6a85d87fd0afff62631ed75	1
13.132	a06fcf42f6466d9178edfccb0cb3bc4bb0d40c78258d071f83567fb8f6952083	0
13.133	259d37415cd4f2d4e8dd77b518864619856ef083aff0d2eb90aeb95ac8f8b14f	1
13.134	331dfdad826b1b8788272ebffe2b475eef5f4458ee63a6c2665533d727edf7bb	1
13.135	09c5756287d79a3d30769576a8c8aff83ff8497bf48662361a630b4459a87146	1
13.136	882b17b9ee5594adf723ba29b4aebd9a2623e495aa4b908967b507ea7822e6a2	1
13.137	45d4594dd5b632617e259128edf642f6ead0c4a5ef645847da3fae7ec6d2bf77	1
13.138	cf87b23d0f70cff8f9ce62b411ad616fd9be0b93edeba67c70f647e5a4b848e1	0
13.139	2f73bff7ef42fa9c49034bc95ecaed65837cccdcc2741d5e7479a12cc83f664e	0
13.140	cf87b23d0f70cff8f9ce62b411ad616fd9be0b93edeba67c70f647e5a4b848e1	0
13.141	cad0f0b68b704e0dd85bf4cbe792e3f5847b41536da6c777e8665800aa41b4ac	0
13.142	cf87b23d0f70cff8f9ce62b411ad616fd9be0b93edeba67c70f647e5a4b848e1	0
13.143	59865e402a4193acd77ff5aae885d65f848b0f8515671a7d3b173d693493eeed	1
13.144	f72ee360fc1c661775ed6bc247cb3c6ff9f8115282318af94b82971773f05db8	1
13.145	590b112eea298dcf42b360e0b3894955994c40d0990c2f785af87e6b2c502ae4	1
13.146	8c5819afa292bc16c661ccaa4a6d5d659b3b2b6979a3aedae4381202fc47c15a	0
13.147	870f7d563c2743b478df8d9911898aa6257b01cdf33157e1edd147a6efd9dd4e	0
13.148	2750c5e87abe27699f1644c72366c8021004f4f746105f506d4f99b5500a80e1	1
13.149	e7ddb64c598cf0f63b91f51602a552ea06efaf3003d6c1e3a8b6f4b097e2ac80	0
13.150	d4943559a5b9fbf17badecb5da5d5429a04a1085a9734ea4ebb61ad78a7a7266	1
13.151	a3d4c4027bd032e51ecbeb7c7d8d120dad3e85c1eccd59c238819a613cb85240	1
13.152	37cec177b428cccede2b14b72b94dff25d2db5954b2b87425dbfb6e60fcdbeb2	0
13.153	cb1f7c2ee6b1483668faadac655fb9daba77a862165078f07dc730f48d57e805	1
13.154	8eb0cee7195b4b3259a910fb2ab03694f56548d35a4fe682df82007da41deb92	1
13.155	e18152ebd78d88b111dc4387d7b25765e73b87a6eaa5e4258401dddc6a76e22c	1
13.156	af34f24900108e58aba4ebd6ac8df41a55dd7c219d0d66cf05bf101bf7ca135d	0
13.157	4a6494c35e771bc58a27e2a30e10bf23a2a0dfc98c14a2b31a69fe11f3fea0ff	1
13.158	5af774574b488a8c4d1a8f32dd07cb8c1712b8e0fa8162c9865e8432352c9a4d	1
13.159	8d8fd87394b0405071163c0469d9253a1f26b021642335a124105298217d0731	0
13.160	b661f93bb9365f893f0076a48a0274c48e7bc5d54cb36443c7224e9623e16705	0
13.161	ad3174ee9f14be362aa6a11556d7eb086b0104a41256a876bfd429b127697204	0
13.162	59d550df4d370fb0126c78d87a5cbc54eb807ba05acb03071f278bc7a8f73c25	0
13.163	7d36ff17245ea1247f8d020a5c55a87be7d7b10d97b6acb2e2942bb48ca52207	0
13.164	ed7faa77e9d236f871901984ad9c882893142c5596f59f5a9c2dec0c9e401b41	1
13.165	5292fe6f4c3451e8312aa2040923cfb2c8de256d9ad3f6319561963fa76ff578	1
13.166	fa092c019e225652e0b72e0c80446883c7742ea4a4017163c265533cee7422d5	0
13.167	89bf525741cac7cb5d2bf120da2c9e97c701ada6aea2b4dc4d28ecc074af3a97	0
13.168	019e4af186ce8d4260a14a4dfc685993f89ec8935d898b845d66821ff152e64a	0
13.169	d19e7e576b70949d01364974088dd3ebd6918ed0f145a385d9dc8d6f13b0c70c	1
13.170	5cbbb9ff6d9ece19671e0f35bacc445d2bd4b8f1b0b02b788277e7780cc21016	1
13.171	cf87b23d0f70cff8f9ce62b411ad616fd9be0b93edeba67c70f647e5a4b848e1	0
13.172	4a17744d41cc0be33f7aba6cf5c5d20797d3f85917debd3dc190c34d5a96d7ab	1
13.173	6cae9c01e129de361a4baed7d28d7277ae4b28cd442348028cb60000a814590a	0
13.174	d04acda066793a6f62d245d3995f703cac88e2e5a2d43069362bc8e13d64101d	1
13.175	4e6023d145246c672cc1e9fbf64d01ed1bfbf0fa989980108bf6da05c75d7cee	1
13.176	630cacc35095760e71ec1b222fe0977acc8deb8891bb026cc68e6ce572f326ba	0
13.177	e4d09486f9232e3a1a25bd5bdb74c062210c9d9f3fb7ee53209cf240adbd1847	0
13.178	cb5717caba3cee629af10065ea6a9ecc10db6fe7afa589a7c9131a88f8c70d02	0
13.179	8a6bf78cd6f01a824fa9f297a29dcf5a23770bc21de491eabcd5c07e4970e107	0
13.180	b033d2ef355c06a74fa262c63f7042f57ce332c0c6f77e2606d30fd083fd78d8	0
13.181	522ce5e4a2bbd85d536eb855d01b687996e4952e5947d14c84286a54ead503fa	0
13.182	ca05e4b3d7b902bd12f1f0b8abd865d2aa6eb7c4ac371b3f4fd503e95c78d414	1
13.183	f1135afb052db55646d18a1dbe3b4031d4aef485771706bf3cbeaf1a3228bb1e	0
13.184	fcda9d2a62950719018fac47d1c339c19dcafab8c8257d5dbcc27ae4bc44781e	0
13.185	ed4614721ff6e9a20427f77ae3a4dc44f75948f15f891d645c4434d6dcb4e64c	0
13.186	169276e04200292b79cb1544f714cb9ee9d62752fb470ce4e3182f3d5d2ccb8c	0
13.187	dec5b24fb36fd3822b6a7d9c74a96dd3498e272b5f5a34062e268d880e540e2c	1
13.188	7a4ecf4fec05d3f0f0129e4ee8992ac616a32c8e63a193ee8475c08404e268d1	0
13.189	255453431e7675acce9a62b8e3778bfb3e1aa5b22f8e330ee4404d6d187a927d	0
13.190	6885ca325548d7729d621fb0678f5626e56f32d5c160f6f3144fe29cd72e0207	0
13.191	e39a0da1af9dd23a5ff490774e72e41c65a468d09257b759f179237770950364	0
13.192	fe064c6e674244acc2b34c1ebcd2f55fb8f74e79ef0b7232e377b9a51878ec67	0
13.193	6d26955ab2ba20587b00ec446771f3ed508daf12fbfc11596de0d226e5e3fc0f	0
13.194	f9f970147a0842cee8d892ac31d1c4d15a69d798d3133089a2dfb49a8801586c	0
13.195	32cf228be379ee48a12bc6bdf5cb88a98ef078ba415144cce19c0d4b95e896c8	0
13.196	c1eb7534005d2f3b45138376f4b8ed08bf414663e87d027536595c93276a47fd	1
13.197	de4c298c1effebe5357995a12a6329c5b9ab9e8e55536198fa60965e12e4fff5	1
13.198	e101f21a632cb2dd5072b59e0cd9f12381cf24192388b14fe4855e4ee48552b9	1
13.199	def5166e05b2af89b77b7051511505eea6679b152dc51c627b8319ff51bfc089	0
13.200	2e37aa9e3f6f25d9d0eaf19d8e7e663092a06515620e2532a8abfa478105e35c	0
13.201	44954ae279616616b9c30ce12641314a22ecfe2829ce4fc5e4325b75ed8c641c	0
13.202	49f2074ef8b147af6f4873811bfb930ee85cb01c9e95cf2474c8fe0e3daad372	1
13.203	2d2888082b5222968ac5294316fac9cb3b5f306a6fad93c7b32326db7b85e5ee	0
13.204	38c64dace00d82fcbe7e91e01ba6c589f43dce5630f762826c0ea911528db2b2	1
13.205	496844f11acf90a8832fb7adeb6dc810608d558f217739a2162d965df8627cd3	0
13.206	b42e4b865eb64f23e78de09339ef8e4fbd319700949b298de363d17ecd6b3c7c	0
13.207	8d8ca53f19966b3830a7c36dfa35df0e9fbf1a82b705ed41b2ae33ade469d33e	0
13.208	e1331fcd088899524ec36a64eddfb04951149f619092a7d63d07c71f52b7db02	1
13.209	ffd2bb15f56991646e539420ea3145c5871486087ab3507c2cc001109a2f6e27	0
14.0	4f519b112b6d9bba77a4fc0dca9e72e1c85e04ae6737850926c8f913628972d7	0
14.1	d4340819c745918861a19b6ebc939edf0addc754e59db3e213022da111d4e00c	0
14.2	316b08a0b4b7dde9877b9aed7962cc407e627e2550a311f4535f774e41cfbcfb	0
14.3	e48161af200abaa8aca580f61d543e920b15077698437c2dd386671d132a3267	1
14.4	5afea9cee279e6b822b74e2df10c5756fa8511b4a59ee5ebd54628210c285bed	1
14.5	90bec318ef12a3454ce121635ef21c371d414900deb769a7d65af84228a42585	1
14.6	be64a2d7cb8d319c336f90d00abb20489548a8dbd915ae02c957b0685c12fcd1	0
14.7	3f9f61fcf334eebd37d28ae93bf1ec82462c37a969ee3cc6b70824a66927cd2d	0
14.8	d16a2ee3d4630f27f47d769d9912f11719a781bd976fa29ff067855af0832ed9	0
14.9	17b0a5646292559559bdf2bd3a1ffca911d60caf1fc1940c5a36808b497290ce	1
14.10	c9c8ed5e8609c51face0ae10eb0e201de39c626cd66a831eaae189cbb6935dd8	0
14.11	ea67e0b143386c30a252eddc15bdec07fe5e0a73a0f0c7427d4b8ce868a839ca	1
14.12	534ab7141147d6648876cd71aa076e98f0763ebfcb04062e45c04b7b0559010f	0
14.13	3c0d63a1752b4e67938772a9ae759003c56713c74d8cc9c379c99ac5d734b93d	1
14.14	b48653c774f42da71f4acd5018e091b8e12991705364df2d2ac12d8bac5d942c	1
14.15	65741876b15d9096169e45c8329d16e795466e56be092609dc4b60ace1076a10	0
14.16	81e1494a0a9560eac650dd95f5e1761414701d15e1d1f8b3dd219f332aab2168	1
14.17	6c4a0ba02c4e01ba47630187be254f771267774e37c2364722bd6ef62ea4f8e8	0
14.18	faeeba1aa55e73e08fe98effb98fe3d1a6cd6c2f01f81d2b92fa524dd32bdb90	0
14.19	a50a8210cfd5c9d0801259dd246279cff4155eb3f033f1cf35396528fadff3c7	0
14.20	c8cbf286cf8deb62c0e2601e5cbf24abbacff95d33141a6e79a29a203b575527	0
14.21	2f3ee633f105c94bcb9e8fd78c69765d05c470b1df6e37bebed356f2b3544515	0
14.22	a014f2c0a807dfee6c68ea0ea088bbaf6cf81c33ad5cfa5abf3af1a9e5664aab	1
14.23	983377565be8eca5e7eab93db9c87a6cbda76a11d43734a5349dc0940d303a2d	1
14.24	43f04eff49211e5b832eb99df87de93389e5b42c35436925371fc2d610bba797	0
14.25	a15940115ee6595ee523c21dabe39cf301eb3c6248a76c05b6c1773c5a100aad	0
14.26	abae9c7d2b2ce76620b6d59ebe9df9f87b883b31e5c0984889fa0e91433e5e98	1
14.27	949c12a3721025947ec0a0de475e390f6ee289d7bab7d57e9e7b9a03f6ec0ebc	0
14.28	2353c7cc6fd72f9739edb95fec4d3a489584454a42f14efd0f669022de3eeabf	0
14.29	4d2737afb1b4fbf494268667c657e520e464f217123e7e2c05edb5de340a91d9	1
14.30	6af6c7d4327c2ea108f2f37d42eb4bb619e731ab92542ae98b247a15ee438394	0
14.31	087713246375a6a8df8a915114f17d860b8ac07c7a2b4f3455a817d6be1c6cb0	1
14.32	e78fd9280a14ed5a4308752270e16ebd0ebaf80715dd05a87973bb1e060dee0f	1
14.33	f4eb68f54ab17f227e493808a7eb98e0d77bdd15644611ae8fb4e2b14639d51e	0
14.34	5b4e8cb5f3232f0f8790ddd29434387ee347e59c19b253a4364b12f52ac59616	0
14.35	cb899a29d399caca3d254cff4c686d0baef4cadcae43e8dc7579fbf8d1ff72d4	0
14.36	a7ffc15ac52b460ba9f82929308d17a388f03d1176b1e8053424cef47df8d7b6	0
14.37	182d087407bc92f9b7a65f17d6f6f5dccebdb928e5f921caaa38a2e684e301fe	0
14.38	40e0db1c9bb1c8d04150f7eac0cb518a10680b89b7dade84120f4395644dae15	1
14.39	16313e20b7f96a0e5326209c2114bd5882647b44070430bb6c9a7c57c5dada7b	1
14.40	545fc6e3c3658bdc442c5d30707f303d3e6cdcc88f842997627532465deb989e	0
14.41	58f81d40819198c387c90fe025f68ebeb23e282d358977a158e0db6113c7a500	0
14.42	9b0a69e67e6f6300aa888b7eb8d8ad2e930601a4669a2170eb4eb99d77e388e5	0
14.43	d0a37429ad28675871fdc44f5587119bd3f1703aa5205fe8b909a72f89ed3f8b	0
14.44	5de914501ed1248cc002b481e4901bb9096354023942e511134c3d0f8955eb30	0
14.45	bef5f2ee2437d77e7bc607a239dc68b2c59fd10b618a9a14821fac70547bf909	0
14.46	150f0371605705b3330e9bb6ee52be1119dbe9e671e8dafef24895b72c45db33	0
14.47	83ab4d61b4b79d59f7d3bbe30aa684a9efe5c033e9243cd89311ba930698b6de	1
14.48	1bec3a98be165b7065827763665ff05653294703666a12b6ac27607fa1c52807	0
14.49	2492f0aa192b12fc9f759756bfafc116c90dad6be14ee4fb1f6edd1a9513ddcc	0
14.50	abe3dc5e53442a846623ba529577d928c9ac00c507e0782d4b3bcb0a4a4173b5	0
14.51	eae8b1f0d1c378a309e3d51843da6dddb704d1a8035abad4089e55b2a5bc3ac4	0
14.52	2dea157196aff9b0e2a5d79ebf84c75229b1162e37d85ffe28e5ea7b3e9ec13e	0
14.53	759ceb2820d8a0912b2c184e325d00d3089a67a557eb60b39894665d066e8495	0
14.54	d072a4ee237c446837c7cce035751417987e7039c38f9008f047f51d6c7ea04c	0
14.55	e8b586085aa7a408a964810b7ea7ade091f2002806e44e0a486d0eead54f285a	1
14.56	47086da0f65e24a780703935fb91f7f9687476580bc21dae6697925a12ebcb08	0
14.57	a4302f78b412f6de878a642229d199005feed0be1804eed951c012470758e9ca	0
14.58	9ca49f79279fb72dd0530b85341d6c84c232fcf11d362c1852acb1c0e232c8ed	0
14.59	b0ffc8628998965ab92400bace52fce6d4c375dc906628e8be9d969f12225722	0
14.60	0dec1b90d3025a784e3f2b6d9c4909328ee15d91a23b05ff55486a16714ef265	0
14.61	ee5c2a159aeecfea3957ccbb384031778f6a0e6b44af64a8d563e394af8849b9	0
14.62	ce8181e7d125f7ffca6f14f3a2c1dac8bf95ff2fec9cc5f1b8de975f51f50c17	0
14.63	7dcb1185d81a83e9b1d8677136d943a5c89f1bc1a52166eb985e1327bff7125e	1
14.64	dc3380c9256022e0074756afe3b836ca8083e65b8cd119fd7eb5f09e6a5e336e	1
14.65	2ee5eab34af6a7776c05192bed958cca5f5b34019e4a518d9cb862fb7c27668c	0
14.66	f4726d1e5929e7887def2ca6438542172873524b7b9bc4166e87198513b4db5b	0
14.67	d0c3f248e203c1aa94504625ea838cd1a281f4545e1bb103fdca8f101ae7c37f	0
14.68	73382d6659dfaa4c4d3e3b39565a993779cda17812656a89748e3694f40548f4	0
14.69	0698f1b7875efcc3fba8a787853422f28214d7673227b7d6900da764c7ae9097	0
14.70	344199476ee780ccb58991ff5ee96ab29fe9f6955352472c6c411b2e4e0895f6	1
14.71	e885a5a3f67813c1d41da939e8b56255e41af8156ffac7e76c0a6928a715d2fe	1
14.72	64f0b8d503c54a298ac8747bbc009326ba2d9731a9e588bb6783c71690d19a9f	0
14.73	fe3c7204b33f7abcb1bea4ac2ca6e3a57490f6bae708fff24ce567a89c6c4da7	1
14.74	f66f43cccc269e07e9aa3e25185d5fb9a36e8bbef64bce2d62a98462e24486ef	0
14.75	2e992eacf1f5b5b1dff94e3fc39cb7dbea13998c19fc6d5487be0ed9bea47b23	0
14.76	fb7daf4fc8d6c628daa150d3281c2c80fd2e4a1cec201a2385550a5ae7d4f17a	1
14.77	5a8bd2733ce615fa0fbc61c42fb1ea4d0c12a74a6e020f47a2d8f92bd3a4102b	0
14.78	9a2ae11031504b81f0e66943e7a94b80a83545a66f60ff82658482bbd8361158	0
14.79	4cb1db8aa7c2d8d88a7d5da26611e730e99ed4fc2db9bb2627450e2f413b48cb	0
14.80	7e3272d5f924ad4e8994869599cca91d6958d8afc29b31fa0c06122884e9b9c5	0
14.81	ad641b7c40eecc6e64d0670433a043bc873158fe2f4241efc66d72d32effdde8	1
14.82	3d6f375a7e02245921c430db074cf6fc15faf0bc08b9cd471cdc78b50cba541b	1
14.83	9b2b0b76b546595a13a91ecb8e06b7acda5edba4584127b2bedd858070b8c6b2	0
