chapter	paragraph_index	class	review_edited	live_sha256	candidate_sha256
4	44	wording		c69b2af2a7e862a74c422815dfaa72b03cc6bc471452663773b677bc5de61640	a4c2d877ae3583994d7d615420e78264ba539159835b022c2a454515d85bfaf7
4	45	wording		f266cbf8f2dca1e35a9492e3050668afed1fee1225c6c6ee5be4a7a119f55d23	1fa0d4fe9f57090a5d6b1b2516473dcd48f560631e56109108b94370c972ecdd
4	46	wording		90737cf18881e52affa02b26025ef4bafb6b6ff2fb31face61cf3efa083f24ad	3a41b915f89b0dd085bc25de14aa6b6d71c8447d6eb98da93ca7c2790d428257
4	47	wording		35633f94aa754cfde1fb617d69c4c2590d03627dc29c00ae5d451013523ac067	0ae874d4a36f23103bf82b88befbc7184d8ecc3ce8397a9937231ea1ea428fe0
4	48	wording		f6b83b170532d2f929d6f537c83e02fc44c3049846b229f6334c1d376d1f4e44	fb85cf06069f3f9a41fa0f09123653faec59a22d979b288c3c010eceb7cd0076
4	49	wording		26ae432a1b4daab916ec0adb70ee559ca9d3150519256b727c837794cd87a856	e5885e9439e0d76a5707131783aaebef2e48317855ff4ff8fba9de981eafcfed
4	50	wording		1c565406d754766699cf083593b59b3ba81b746c681a70742ac26379d1a04252	300b4a50f513d221d8e35889b9d8d61ee661526313e80b2909a21ff82ea70662
4	51	wording		6b171827c23009d485cc6cb6517f9c70c358039cc1d3efe87c2b68ca3de95fd4	e5a3b9587de62437a4fe186acd14326cea8e27c2ffbe70e24ff35dee1f9b9ab8
4	52	wording		cc9fbde482f45f854c138f2234e9546a69ef0bad49249e2e3f5ee1db861da2d9	6e66fa23a3fe7fe6d7ce286bef6c5c2d4f7aca7b7854b3d702ae83f4a34bb829
4	53	wording		9c658204ff59a157a0eb882c12be1c5b073bd96d48f1da4451ddd7d8d3b62489	6214157dd075bb31c1d6dc2430407940dded4d54df55e7a78380b42520eca01f
4	54	wording		c51cbf6bc3fd7e9cb8717939589e3ebe6302db3177fcedebb7a67724d0b124cc	f26af2b3fe47b5944562955ae03047f06c8d459f62ff3dfe966a75eacc041875
4	55	wording		11220221de0aa42d539f78a89d6826a4fb02c2c6b2ce6a9b7e3d4b4e6952cb55	2319c403b2367723793b98600758766c19b3946ca30f008067c8dfa25e7fee11
4	56	wording		556c44db99a0939c9984a3e35a7c621d406631439ed246d603fc89ebdadc6a64	31adf71f9e5bd9319e253e4d549f1cb8ee45ccbe1e62aa08ede1e6b7bcfcafc1
4	57	wording		d31705f4a293075429f264d3058cb8895929ee40a349deffefbbd13f73baa611	6f1cc6421e16bb3002caf987830038a592872c96f6a10236f1569d684f206ec2
4	58	wording		224486017553880425b9134edf9d0585398b13d02d4be4f6e53f0832261cfbdb	5bd7ebd9d8e0a47fe4c49b20385407a6d2028377a5d41befaea245d4081ebc6c
4	59	wording		f127ae7eb771ec97c1d9f8b39a78ce6d9508b92f48df41a2f4048f52f1ac3f16	270b627f5a8001df9e795f9cd60a9b2e3645dfb0f864ed09172790e15c70658e
4	60	wording		58b4d3dd03fc23df0afaf55503688a05bef978411cb698efddfb23dcd52a6bf2	2f2ae564bd7eb33114369c812fa6c322f70b537bab8b4dd4dc7a5b4994ef5054
4	61	wording		b39422cc173e8d1b016f1967ddc6ff84f165bb1714a5095ddad6b10c2ddb6170	62fdb71a2f1fd300b73d49655fb7490bf25e0ac4bc6d3202f450a61f851d2abd
4	62	wording		0146d5a71e97c3629f38c27e99a78ccafd4ad82f2ad820307d11f0e31ae61903	5e63c5cdce98c139c2fba1ff874c37d7bdb7710317c0d7b158037f0c19b4caf8
4	63	wording		6042f8cb85189afa1df2041fb9fb73e07e2bd8470802ead50471f6b3b75c59f7	ed4d861f4dddd05927979bb5313d2fe93bf8e05abc9ba469b355f3af7b6331f8
4	64	wording		a9e016d7ab828474beae18c11a19d68f6e5f48d35dce260b6b114e7a3c6dc12a	a635698b2e5383f9341fe2c23b2096d2bda7913bd3bc8ad5c9919a72a3d4b205
4	65	wording		725b9839f85fc941451e47ef95d560c8c66283b6b1e867a547328bce29d43d8e	48f0f1332c73487b4e7fa5daff473ee35b62f8b9085be58399bf5376ae3a8ab1
4	66	wording		311eb18f2aa61e7e14c23a9f2be7c8ae4a88987e3a676121e2e7330706cbcec7	f364a0b59f4a97ffddd02fbab1ccf0d6c5b119ad5307768a876aab305b6d62fd
4	67	wording		3f587e793fc68c0736ee880ac99a6558f4eced230101dbae54b6f8267af0d2ce	f498108b0807980591be8a34d100eab731967c750e90e9bd3cf75939bc69d1fc
4	68	wording		a68d63d5643c4835d6e1b98f9bf09307d2da2202971d1729c209216b35978bc1	bd07839ad9940cded611670a31171f99a3df98348fd0aeaa2828ac10956cec91
4	69	wording		10ec72f32d67156afc23d1b49d6c9a9843665fccc7a9b8945fe1f435097cc074	d4714f3b89b9970544d3f1f837144fbb067b65641f47023f3b94d7a28a38d86c
4	70	wording		3be025f23a6116af1eb6ffcf835dcfbbc8137b96c14fc616a63ae85a81afad95	42b66f61aa23e34baee26e8929ab13633e22b8c7f1d0586f84f9c141b5d86341
4	71	wording		922b7b7771f4fec416ef0a077e0b47b43caec9d98a4b62c66df2e395614f47f9	e0484e2d9d789bdd3666a9caf4d6bf05e586d07f25c9d425083bfe06d8f5ebb0
4	72	wording		f75d9387b0cd708f8f3649865b67e213441f5514d91f3a7c8bbcb2f90c46fb3d	3b54b7c3eac950d27e24b11d327e0dba5f7b9ea6a3bbe38336196bd110693f2a
4	73	wording		3e63727a245aceefe6a73456aa7586cccd30664eac5c07f7b6ba4c1ced4a8dcf	f12ce5afd08a55108c8a2f3ac3d207546072efb7616bba9a7342a795bc8a4ee4
4	74	wording		2fcb714240754c64bf5f2dffd07ce829a71a8364a174e25a241b43881ee8f078	8e55876c72fb884f3e055cfe8f00809c6c22f0a3363a105156b9a84639c4fb6b
4	75	wording		2a994c41167797073777db3b2d24f8b7371733717335c2b750070887257b7ff3	198bd9b4102f60bb69fdeb3bc1060406a255b2ba8812f73008d5d40a462c0ee5
4	76	wording		81a85f077bd8075c607050e98bc4fb768c414a667467037c0a4f39ab29546148	0754c851daf339f7e8c1a7789b08eb102e4f02635bc2e809c97647f31489c090
4	77	wording		51b3c8e07277db5ece8f2bc9248e1dc8e2b785f8e747f688e9fb39d4272d0a22	80b7f58e90744af772514905f4f6409e87d09dd1c7c733d436738f2ab3f4ab18
4	78	wording		732481c027aa775189a45cdc4a0d2b011e80bf2a18d598acf2def5007566ba6a	6fb4ba9b7299ca77ad8a589e1f4fec1a6d91974748f346bcb470ee5df7f945fc
4	79	wording		b224830a5ce7ecd48abdad43ea86a99023b418b6fe5a7baa213065dddd33b0a2	91bae3298442f7c0cdbd8d338610a9703046a4fbb423e96558b694b4cc330a77
4	80	wording		f63a86f9ae0276254216de1b8488e342a8be2a68ce87d1688a243d83bfe6868b	c1b4e3752c405a1db6bdc8196cdee2445d9a2b26ca43a2e4e45e1818300e1fb4
5	0	wording		acf3ffeab3c07ad312a3a8c06ead9166acebf1e02f20a00196e9b96277b4d671	91bd222c2e015ec5f935bba7e3f0612121bcd6a6ae43473f2ed3d4fbbfd148ae
5	1	wording		f4cea2e0173b30acb7c98248b4ced639f1a7657b9bc4dd3516ba07a39c40486a	e9fc3c1eab0736b5b18ba78ef06038d182553ad3208da27746865798232c2525
5	2	wording		11bd8d96648e4d0931163f89dc39270da9260f0b879ab45447246d126a2fdac9	3796ecbb44e9e0db1c1f667f3bb0a2f985c317ac834e47b8fae5e18bb67f37b1
5	3	wording		5027c5a610f841c45bbfad42768632c9eb8de2510eebefe73ee0ad1c19d9be62	f6fc060afd9b0028f1c53c585b513858aecc0a43649c4e61e5df92da03768609
5	4	wording		c33b24ca9354ef4f91890a31e3cd6c208975d7f4913d6b432bdd00c95d06c979	0adeace269c11edaf4a010d58b5b82d565084e9078d34ab303d0dfc57ed1d4bf
5	5	wording		e96ad4b9748fd2c988958b76b9788a0182452620efae1eb7164e516209580738	151100b51f9ff8f178175833db20afce28e9c28584ede0c60d431ff3a43fbd48
5	6	wording		84ac60f519969c987fc415b026b970107dccf791f6c27accd1622948b3b27469	de77e022364b877487df4ebb8bddadd1238bb580304020332700c598c7ab7c41
5	7	wording		9555b98fa3be1cbe0283bc42ed96a8be656d83500c2d9f4ce4933cc973fc5000	d5834105fa432bb5be5e7b06828e69f2b1e7ad42ad8b818269e85391f8f62289
5	8	wording		4a3bbae62f76737f1a6819a30a40a2d770d9d3d23b4e1e7cfdd6c2549efed5fa	41cbda7306185217c7dd9802b98b7536f27ade828a895ff6d34a6fc165e0a810
5	9	wording		c16b8dc1c1319bba98f20f4673833eed595107f2bb84c92d8e96d54d257fd9cc	90f31804afccb4feb67db54d4e01da5761a8e4a2f623a0698d27ea06607ee452
5	10	wording		48a6aaff14970d52e260911232363b989d64fe25fd92a378d918f60c129d4f7d	b76496f943e36299a4a135ac378a84c59aef9d2e1f0f9c24121992dcb426b900
5	11	wording		2d2c65bb9fc9d298922b0c538399699a25371a6bb840a3de14b520a796774fe8	902ee99297d3b92421b1316b13d8abb6f76095f1ac1d5b4a159e7cfc00b35863
5	12	wording		73a1ff7c07b849564fd9abe330c917822e2c558c9edda964f48ded262418c2df	4a588b15029b3439da6be6e8fcd4a859ec65a1b013c34477d00aa00b84ef4818
5	13	wording		e7bb792030353a12fe85b5b1c30c1be4990decaa94f0f661589573ccbeb599ba	0977ceb3a6a8fe16475e42ab4bf6bda49abc290c646c60edbb13f74290471471
5	14	wording		5ab5a4fea296a293df1bbefdff112ce7ea32363dc2548e4bcf20a26b815bf311	db09fcef1a5300e6951429179c4b969b39a29dbd589ed9f01fc01f0d031791a1
5	15	wording		7adf1238ebe3582fac394f1c64c9ceb56149da6198d80d4fca371c74d7f97db4	044aa1cde5d564c612d737c8bfb5cabfbcb5496db52e5f1e099d16b38a004823
5	16	wording		db92303110c676caabaf2243921a5b9c953464cb959f61ab3223d7bb5e220936	fd0db10684b92e6baf53ac31cd95464a1f1310d135e5132e6f0a6edc199fe232
5	17	wording		fb908eaea64e8e0e357e025fdc36962ba118a6cea50a91c9a14e6cc67b4d0a46	4e1de67c3b8282a3c16bacac176c8242a1b7f1f6f438f5bfcb015c26456c6dfc
5	18	wording		98d4c05bb7bfdf1cc532b8b7ba38c8dbe022de1a88e43aaa8e98ce90fe93ac07	c0d151c7f87af4d8ac6d9e86d6d5d44d79c54e62f31549cf2c950af4d0bcf1eb
5	19	wording		6505606dad9862cd00b525547c53a9cab2c2d3721e53177dfa39e5f3b59d7915	7a16f7200aaba25ce4083517c6c298f0c3f1bf22fc5cba01b9424b20baa822e3
5	20	wording		e59397d7499bbb44ab2ab5894fe72d62dc7970025cb3b3fed8d78090510f84e4	44a9fdda4202241fa429c6be5b600549106df70395ae41c8ea1df38cd438da3f
5	21	wording		8daccbc6db7a59c62fdcd0017003da682b7fe5e5afeaa3d72af2f0fa382434d6	05bc9ee329747cb8c73a7dff3d24c56d84eb4797c583f9fb2e0d6c9daf3d5edb
5	22	wording		e79dabc3e7a6515977aec633aa1783561b7dbded10de8fd8533174d4356aacd5	c686fca5bd806c0849fcc7ea682d5da8134c70112d5909020471784d1c0adc4f
5	23	wording		0a8781514dfd2c0c3eea25e8f9e1db3551550c292f7246a31408c4f8f816a539	a32af72e56a7b78bc5954184791be70dc492108fa0924089b1186f7ad12fef2c
5	24	wording		bebb07e0e8e996106f151645db053362a730ebacd3d3182182fba8860b926847	5c140a2abc57805437ea31cb4372a7125aaa44eef205ad89b17eb250baf69d6f
5	25	wording		729a6070a9bf8f56c1e5389ba678c55c22c123d917a64837623201490cd831e5	75d54719952b2b04f2fe62ad0fb19d29be742683cfccea832ca7a48972b1bbb3
5	26	wording		8cdc9c826ffe62057ac9114bb2ddf654fd22b89dacbc1a5eee2f3fa62bd8237f	394abb6f171fb08b697aa96fd9767604d050441b0e7acb2761a99ce48ffea706
5	27	wording		dfa68eb15e135f890fc46f970fc2cfa479d6e5938c512f1558b8a1bf653d14d0	80a751c2390e387626a3fb2cab9fd5a116211b757d09652c6f50a4e681034424
5	28	wording		2d14f7bfc99eb94266962f8cf5656b58a557368665d793649aaf209551d9f2b4	9cdfc7ba5da3c430c0a9e77b5e19412aaa0e82df7707bee08c4756ba3370404c
5	29	wording		7be3aff63897231557724099ab145d208593929535e0f58bb1b5160404937cb0	f544c164be890356bbeb1f3aae6d0c278eed4acb1e6b951984086d92196205d7
5	30	wording		f122caa6d532511b8a66db78131e868365bd7c1146aaced8d4b900ddeab4ae02	3f8f2b70343b2fd509453ab1a885ed67f77e63c89990c71b1e1d774e9cb60525
5	31	wording		f768b41778769cc35ec1e33a26c98ac2cf2cf025695770c9e2bbe4116fca8590	93712b6ef9c334202eea507bed2347a0cf935dc58592c752017d034b358c73a4
5	32	wording		e608eb26a50e6ea6b2a529f9ef4606590e93b73c4eebc1c66f8901967b3b74f9	6bf477bf9182aee8108eb4498d8d2d3e00cf46bc2d8e20d05b01ec072b268992
5	33	wording		124415eed1d0cd1695683ba61cb52d84cbad65ba588bbba7692cd6cb504abf6f	96c30cdde8ad143ef53904fc1838c4f4d104f3f7b88d038f7b05306b14e57a69
5	34	wording		0473ffdd490486484807e3acf7ab100c55bd2fcee53c03467553f1832fc44c55	7c68ffc8391c854b2caa3cce361016c91a7f948d1ff3a123bebfa4026df20a63
5	35	wording		c7799b11ecb8edefc3990bbdee2b033601c103ed4ff8e7f271865de10b982ddf	18080be237234e83a7f5a9a6708c274699dfd7db824b976af503e0a6e8705d9a
5	36	wording		f5d92f1b66da0583d778307b0fcc182681224b1b638558808c7c7b95a3742942	1370d27eb4ce99784e4f0452432e12429b3cd2f1b7204b81440a5552f0265df0
6	0	wording		ddf8607dc92964dad9b4678de3153df154bbb4d6713c87c5928cb9b056aed9f9	d6b884c1469a51e6b531dcd04f1e89cdac8eb824982225644f1a06def295252c
6	1	wording		36571e894664dcb7ede0e2fd6a1a621195a3bfb8ed1cecca7a365fe0eaa63131	5b08b04ded035a2c5aad3491f7c29466733f75a28f46c7102651f85ae424c4c7
6	2	wording		77d5c1043500454777b43a4f70b38e3201093aed28c6a7c42927992001a18122	1a7b14127461b8631fc1a9db729908d513f4117159e8d816e32b5839edce5128
6	3	wording		16c6539fbf998a85a87acb3ef9e0a7a87d968fb4344fc1b4865232b549a5c386	af5547c3696076e10786662c6f941746adb25cc1d84c1d569619f5959f5d7014
6	4	wording		b246d5bf8b2499b62fe43f738f95858c914e46c5df4adfbee5ca17748f006aaa	31411bdc7c25e2b7427a533ea450747da25dc7ab6849cd0f2695d1ee879de1f0
6	5	wording		f26cd5ae7342e2fabf56fce14acaa9f88cf468c8ee06fdf5e1fa8ab8edcf7d36	ea6d19f2eefda6d43331c7f7e17de6bd50c3be4f1cc2f1accb35a97e44d94d8e
6	6	wording		4dd8d55cc9b4e8d5628560b5984d90a29a1db286c8ba771cfc9f24b2e600be18	fe146a18530249dcc3869a51d5e0af5f9d527d4077333699bf125eb138881e2a
6	7	wording		fa45dba0266b40753b95ba4cb8c7d6713aa7488af2e794dde30097206f5f976c	23b88b958843aa95cad76e20e7c14488bca23bbeff0470bbe76cb246a503eb0c
6	8	wording		1dadf7b929a939643379bee76372b6a0ee790652b71729d2afba79fd0f559169	ef57a94e3c6769da3c9823b171d10410c5c146abc5c6ecb08c432b02da1719ea
6	9	wording		162692df1543424e975778a83fc587ccce0c6edf1b77570c89a2a7542e828ca3	241d839dfeb73ec550278373664cb86abf65fcef3cf5a568d4f03b9aa4121a5b
6	10	wording		db77ca2c0212b72c7db1965177a83d4df808e3348d8f297f95325c6554e07753	de54a7c9cd77f63cb737ac8929d0707cf695a4cf558aab80c98de02a182f8a45
6	11	wording		896e32001d7d547ad5e3ca923f68f5e2d04362a062e7114bf50014d990b35252	1accf099c568a747124110042b5a08232cfcb57f11ca52078df54046916052e5
6	12	wording		11e0c11718b4647d4d7bbde7da091c0f9ab2565b97c503eec93e2a2097ef3d1e	0721bb6ee47bf1c50d260f88bf1676f1f6210fb66cb67c91091a2ae110f0fe2e
6	13	wording		6075da5bf3535a6ce829002ac70b4b932d21a264e16175914ae95646406ea62a	79ac8bba9db97fbf55cfaefd2b888e7827f87f00684463b64cd4d7474104c28e
6	14	wording		00f78cb5cf6bbbe4f8f47eb5b1d4a07f5bb71f281f4447e980bb4020f3b8b77c	09140a9b7f98b90c79e0be421b5efcccf4bf4a5fcececb0982f83167e388fe88
6	15	wording		4653c0efad70d3a36f017a12af9388f6c0e698d101d82cb4e8e2813a278f8393	e388e3df9cf3110a444a45f18ffd4fdec6ac550a84ed09f379b4f4e747362db6
6	16	wording		eda89bae9253ce186b7b643fbf8d961fc40a027e9db8682f532c21ef18e286ef	a517888b25339dcce02b5b0c3322c602e1cee15e3a49c775687fc2a2a9f887ed
6	17	wording		858c0e8836745fe3cd91c9ca2cc03226e466415796a5cf2553fa697ffd0a7e2e	2c6b5fbbef1718bdc6075f6d4567a1077e2ed4753ab5e0fdcc1f0d6f660a49fa
6	18	wording		77b530685a6f89aed7e86fc3cb937afb00ebb3dc6b0a731798f0982fc6a30143	938fe5d312852ec0aa4e7d257b39c29d3209e5a2e24ffd38ea39ce0d34969df8
6	19	wording		4cad5696096abbf45c65710888846dbadc1c2631b9f48e03f3a08e52fa89db85	1757b706783539bd9ed5fc4cf78bed9055f8d357621ad779f489576a49da246d
6	20	wording		9a97414c3e77b25fe43b0a11ed9ee8955b4a3148ee1f3f4b0d8ec6f64729ffd6	723c7e58fa6a1bcacab47ba9be61348456f782b3db390ff7c72670ac8d53c79a
6	21	wording		868644a8877bece70e7537ac04201b29aa1e351d6a4d9096ddfdc5a7f1dd6814	84bcecea253179352f85ce9d1d68128647865eff1c347885a4a5d39bd543af37
6	22	wording		96d9b4107cce3302ac7d941288eda3bbfb89b14f6e287fa1dc9603868ecd6216	a978b551e6bcea6d46d730297542151bb9808e0423cc3bdaf2d9ee7f661be0c4
6	23	wording		5f03f8ec1e36b6a667c1c93f9917ae83aae1b47249dfd4b0a0cf4f8b61f8f25e	5229708250d69b5c945fad2ae188225b67c2d1cab81d9be52c22a011723ab583
6	24	wording		78e88b7d42d6fa8178f37a975d4a7124a0e3088df61fbd5f49af0020dd66d71b	6b5d6a7423872b4c90d7c8cda569cdb0377ab2984c9d2fd27fb0fd96fc6ad22d
6	25	wording		43d4b9a4b4cedef420bbdf25afc67d6a1b5dec8c9bae6d57701f3297ef681e9b	3f9d8e6c3004f2e398588357fa2c9b8fe8df2d336c8a1b36c57784b5e102db59
7	0	wording		750c15bc4679f386811991c8717a9b904220da38d0dca79574484b6bd4a9a95a	fb5f5df82d1a5c3b8ea0c11a589edf140dde13d3fb9c008e826fd457caed6a29
7	1	wording		3628033c8c4bc0fd8b190fb8d02c4cb120db59d06887f2db5e5b7fd4b4f0d9d0	39481c37bc02d30104d7611d3c7495de1b8ad66cd1e173b71a8a686517a8ba87
7	2	wording		1744da9f301a7deb3accd6e4fd7337bccc8fff7d1247fa7ee3b9a08790a1c0fe	7cf2244c526608583d97c6754cd2cc32b601ecb70c825f3529e9b51c00b9c240
7	3	wording		65b9edff0d6ef7d5199ffbd538c346f2a18e2e3ce77710112e8bf817a68f89c3	bea60c1a2e87513d0c86e2aee5937236d6cd90adb4398405c9fe0f73e11b7d84
7	4	wording		751a62733515c7608ddfef51ead1aa6da33b752a658d6294f47ec83941193102	ac2e55bc2be22a8f83d73b42ac38787bfb7117268573d71503a414d2eb4cefb5
7	5	wording		7181dd3cdb270cf82e4d0a2091c815d5767e7d212c8e536871e43c65e2d4083a	7ec92579e05ae0df4b529f4b66fed35090c0ef051a1caf13d24876dc4dba926a
7	6	wording		7746b05f2367e287af32c6f03a696189726c1d16f54c272c2fd13c525e9a87df	e2ea3f79555412df08b9954ef08719ba4005c2bd57f8850297236a3b947bff69
7	7	wording		85e4e68b994c94c776450c8ad52a9e22f3c6b3f80b55452c4b7fce04ea2e732b	fed026493c7644a70f2c0c453f99c9fc3b3f716f542fd37364af5c96c8b745f8
7	8	wording		a7e202f8b75bb5df36c4b506b77088f35206da01318fad82ddb09925c26ef9fb	065c64a91689b5d1aa7c73e41d39fa69ec2698e7159dd754efdbef2f4cb388f6
7	9	wording		be4a7671afb79c5cf7a0455a6f67ef20ff0e41ff0bd9bb2a67263c35f84c6fa0	25435193d89187307783b2d6c628905cb96bb43de8bea04e8ac0b45de9ba9c6e
7	10	wording		46bfbbee45ac9d4a3a1ea07c5d3e205a0af9d564735d186ffc39eac4a99dfa49	c3dcf1cc91c65e1dd0baef95cf5ccdfc3ac306197ddb4952f2dbdcabb1637988
7	11	wording		03c97f97d11223891cc478cb8a03397e10cb2b82f47a5337df49458cb8b05b7b	02221b6876c4fd9709bbd8c308399fd19043ab7f3a2de0e7f45014cf54a18136
7	12	wording		877644bf0d780aceb64480c00870239600d67d7cecbbf29332eb9fb14c94a2a3	9937a1f14aca0620d7d5942592da418d29361106650b826d49b4faecec250793
7	13	wording		14afcfaaad12a0f4138d58ec603ac4a781142c68bad60a386773443e8e3a1b09	e44400d2b9fa5f0dd14acf18509c138421676736e0bcc94b85977740be18b275
7	14	wording		7d8d452b9087075b09bf1e6e95e493c5b5772dc2129d4404ba39493c1c038e9a	7306c33d18a322a73094f691a45e7a13df3f60b03767013c1fb3bb8eb917c70a
7	15	wording		743b9ddd9e564e75e859e84d64e556d993a601be05b30ab03cf36ce4538375b7	5d1d9573e172e4d1f4d7ab1cc6fe27c07a7eac975dccd1b245868c9c2d63a1cd
7	16	wording		fef5341af2d1dd6e9ae5c8b5ad66233769ccffb63b8526a99eb2051d617c145e	889b6e69b6cb97806039bd1d87a1075f3be431b84801b06c1b0725ab9b941bfe
7	17	wording		43f0aaa64317285a4411ec26794c846fc2e12a8cc05ef62704b9acc76993bd60	a1299a870461b9ac2eee933b6341de218e338f5ee1808ddb4681c7694cff5401
7	18	wording		b87cd21f98b17541a1286fe241eb41fa6285c57a594ac7329fa13e6b1b2662bc	e9ca52dae0257243c340a608d92f8659914f16c41d831784c746bb45066d484e
7	19	wording		461058733d3e73b07cdd521b35ef7f9024f0a43237f339c56671195d40e030cc	f3cad5aef96c20097c43665a772c288222d4aadd83a9ab02ad964d25de29fcc9
7	20	wording		7dc5a3c3a843e93b21d940c276bcfe82ef4f98dbd34bd1554f7da3ad5e37a4b7	d4a826a8e9bf402b247c9861f5c83168582e4586cc4c531221e6c58297bc7807
7	21	wording		cc90469bdf318c7f6aca75da830aa9802db3bd5abecb014c098e94cc83d5e555	1da66580ef6f626d0c3168f2a81f0bf80c43c2f2051a5a80db03a41fe7b1f031
7	22	wording		5ea167774bd606308b44e14f1ff3877c4c145852c818d33ec7d371a653f47cdb	58d20d09fa886561faee6f8d8407ef6455214c21f1a83216a78aaf50cbf34b06
7	23	wording		4e6994b235218c25ddd033aec7933c5a1c89184f92a9071460f178e2edde1796	a83e425122af9c8e5ba2d1f1b37ee1bf33581f7dd3e6b27fe557a2cd372d2fd7
7	24	wording		f79519597f3c8231490f3cb5151a1226950caaaa773e18fe41b91af0f301bfb7	eb3c039faa5e9fb2bc05edb8f6f29e14be46fdceaac1459ea9ab367c9166f94f
7	25	wording		cd21f4e5be485c0c8063fa47cdc74f2f3071cc7bd612aaeb0722e57e80c48582	f4aa061707169a474d2887df3ef9d477e29f567600a175b67425ff927f6e304e
7	26	wording		c7d076729be6177bb33b9c3775a67ff70e44cddea0523a1574259768e49408bd	b24749205d45c1e6478092625df02a21cdb05b4b075bea9c7d634288900f4482
7	27	wording		a1e0b3bd4f6900c797a01a7747ff088d5254e28161939d4999615c1c52224dd6	c8b635c7b36a0d9d2d4b68a5a03a11999d05974d99add79817540fd02646f90d
7	28	wording		0e00051b5280417617ce239f1d342425c33235c23cd7e3a017ff6fa3379b7634	65f4bfee79378cbdf1db7ba486448d7ae3d57882cefd8c68f97e47b5850e8c23
8	0	wording		5e512f6c814671380ad7ac4e514e5a8623e44ae6a9c062846a5375fc543b5671	75d5cba4506e89a84895bc6e5e40a18535246e1daa63f0b83d2c688723bc7346
8	1	wording		05bc7f426af5b5a33a6e755c5cf993ac1dd2c6c2c030b7eac7ffcad6cd163df9	5ff69ec70b020fe6c49ae3ca47cce1ec918ca979108bee83fec7af3b206861a9
8	2	wording		4faf9d4663401d1a902d71b137dd00fbea495d1f1cc8576e8ceea87cd8bc8b40	8351d4ee79c2f3b9937a534880a707db3db28ee64e6ee72413452fa2e261afce
8	3	wording		ff5bd0798ecd365632a0ea389af3fb91aeb00334400f6e6cd8d9e325768028db	8ab1d29437d5dcce215add1a1ea09581ee0601b8e407bf2b9fc2879e59cb8f2e
8	4	wording		dcbfdec3b398d204ddc52994c0429ada3ca102ab7c0abd884bb0ac87be7feb16	84ea27de2e6a9252270219f1560b3f26d0bf06a4edbf86456f9fdcc89d782056
8	5	wording		956a977f7d19107d0eb19f75e1b107a4f030a95f96cfdd455ba856a9ce4ad131	cd1e5e8a4dc738b3a2be128997eb4b5938a30c92cae7cff821fca54cbd328300
8	6	wording		274a162f81635753fb1502201ebde60f0353b365a40f1f0deb97aadc93712ff7	c6fe79219c33a42357709f6b94de83fa606d4ad49f043d3c51887c62ec0d5d0f
8	7	wording		824204587003c234331fa2ad375f41719f36c0c8dd9f253e27cb7bf118d8b9a0	8a26d3f3c846e5bf456079d983ae03a51f6b8af9b05548fc869c3ba3221e22c5
8	8	wording		377a3c4c61bc5e52b38a3cfbe704aeec4bcda0a69ebfaeacb552be86dbe30a38	ad60f27b2eff235e13bccd4a9c3d5a5397c3cde16161af3621bcba3dbd211e08
8	9	wording		d05c6de78fb0aa223237befed1b67233381a0761aa9bf4c92b1d6337cdc7d01e	c840078e7895ed7ea343efc768a6b31df729a1fefb7054614dff21212f6cc694
8	10	wording		be4b2133aee194ee2b745c507ff60e809552d2962a3cfd11542dd37342b08d3c	fa04b87579ef655cc57fd144cc35ef786e64a1c310204e1b37bc6f4f3923c400
8	11	wording		032939e27e6f3dc3efa132cf49db02e91b4ac5149792745aea626ad61a33de2b	a3d57bf2192a06f54b2b7c80bec250422b2b7dad45a7df08d0aa34e056c7dac2
8	12	wording		9ecf473cd2e09957d9929697d22fc49312ff2f0077c8a41a912c831543d9a2cc	b6a8301c2b7f86704bbcedde7087e6603738ddb0a5c20e629b3211a8dcd2aa43
8	13	wording		945a9581c79261dcdeb3663606923e97e578a9e9e9641d8fd5148fc577eded91	fa89d9512757ce33c91bf2d776dca12ac8769812a9405595220abd2ac865f062
8	14	wording		5b20f5aeac7a514e115b193b30738ffc245b80f394c2a5c336d7b5203f5b8921	633bb73ff29c9be53cb19645a112246e755f016837d1a8c535f332788f45fa50
8	15	wording		2d465c3ee5566b7844ae5540ea26129c9ee70e15a6bd25b741f366ee002765d7	19c810d2763c7c1c8a4541df177fa4dcb2df4cbf9a6b2bd6a926202ccbe3a87b
8	16	wording		925da8629954632b6fceed5b8817e9c1317ce426048dede6079d4755c4b7d997	90126402dec7ac56108666041a149c440f930ff28b2a399bbfb7d59a993244f7
8	17	wording		50c8464f6a7330a51effa735f99ce81988ba64a7f79b437b15cbe3ed1033ff6c	5e5992b710dbd3c4fd971263c5527e674a7f48d7e99d6667ff6220b5b1b732df
8	18	wording		4c032dac138c746de32c12906b7651f1ff0c7ae8a61a41b5416e637261d823be	0a30a96bc5fb5f26d88cd00d801d2ee983e43a74a09882f889ca61563ca9b4e9
8	19	wording		840439beebe003657863a52015bfb8930e9c80ea8f5a0d1d5f7e8f2c76938545	6696162ca54f357c460178bf8fd4452693b08f9de249d3b132dfc5464b77b85f
8	20	wording		e36ba3e4e68caf0bbc451d5a467b18aa01405eb6a679ff0d7f2669eed749cbf4	ad35f9166fbe72d7be2ff0caed59fbf836b4e4cc9482fa26ce0a45ca5787f810
