# sha256 of each raw paragraph (UTF-8). before = accepted completeness candidate 1e970b7beb3f098095ecf1a9fc7d78a8855d75e6ffc3bba14edc69db0e05374f; after = this candidate a848700fabaa280b3f174534df048cb3db14be5054a11c6e2a7095fb5536b76d.
coordinate	sha256_before	sha256_after	changed
7.33	83784b5b9fa986b8f9e58a1ec07d2c5be9f0f0f872c8595ee4e3314080444783	83784b5b9fa986b8f9e58a1ec07d2c5be9f0f0f872c8595ee4e3314080444783	no
7.34	aa2f4d50658b9325f72934295e1cbb0854b035a2e9c8195fe93a719285d5e9fb	cad19413fc753801b143fa514dc6df39e8037c66a972f73712a2e1ec33542b13	yes
7.35	0c2089b68d804cef3ec8611f0660b82054447f15f513ec8145d16d54cbaeabb3	0c2089b68d804cef3ec8611f0660b82054447f15f513ec8145d16d54cbaeabb3	no
7.36	c9491c2c7503eb32812b5c122fb5e7cd6cb13dbeac53f5decfe56c771b7e14b0	159953d6bee518505f1963e5d9acbd2270ce2f37700a7ba8adf67063879630a2	yes
7.37	e575a371ec6e684aa0cef22ef9a99f2c015e4b052fd102122666a7f9b67e9726	e575a371ec6e684aa0cef22ef9a99f2c015e4b052fd102122666a7f9b67e9726	no
7.38	8e5b509516a667efad7ead7d8591360a8996161908c7e015607aa09e761c1a62	8e5b509516a667efad7ead7d8591360a8996161908c7e015607aa09e761c1a62	no
7.39	d0eea84e62c61b3aa71787c9aba719f6adc52cd1f3ddce307e215fee7c3493e6	d0eea84e62c61b3aa71787c9aba719f6adc52cd1f3ddce307e215fee7c3493e6	no
7.40	41599e9fd8fc76f312629860028caf7487b57a3aa2f9d8829e895233a9c31e37	04db7522d5f05506fe1c6da10959eb3cc05be3a16260d54013ee2dc17be29ced	yes
7.41	96aa879329f2ab0f25db40719bb8c5117b404da53bea12fa420fafa00b559538	96aa879329f2ab0f25db40719bb8c5117b404da53bea12fa420fafa00b559538	no
7.42	51deb56142da7b3f2b9dd322ed95e7327b7d424c9d93921b94ba9320b4f3d456	8d6447a7f9c1c253a43aca173dc6cfbe58c5d57c07f88ba19f361b74d2e6e8c9	yes
7.43	6be92418a23db460ab4a8751a336045d289e0ba9587f792f8cef6d78c9419de0	6be92418a23db460ab4a8751a336045d289e0ba9587f792f8cef6d78c9419de0	no
7.44	ca9147fcd67137bbe1fcc33573961fe6928d1e335d3933c08d9e8142930a7665	92af8844ca07dc8857e969a1cf39e4d5aca88c74fc5165bddf1967977f2832ae	yes
7.45	cad2fc7bc509bd4dfc5bb9d7099c07ae1fff4149021899886ef56a5991308d55	21374091b385e2a2d37678e8b9e5fadc1c022cd5af66b2f73abfcdf0f88c2506	yes
7.46	ee2a17bc7266c156364bb3c753401859399cbdf84c471eae125cf08b80a8138d	1d2dc0ef8b73485941f120e2e49c628f116ada2070ba9e4c92c73a63a58cd1bc	yes
7.47	1b7090532645552485680a631188d6189cf21dadbc2cf22f3b6544efaa18031e	2832afaa45ca1264630d8ba89391eae496cbe230410ebd9131858a82ac5eb63e	yes
7.48	64b63f0ff808108b58ba4c976d321d5f19f30831e0766473a486e3ad91d28fb5	6521b686ea52a4c32d17304dcf094a336ed52332da4fdd61d1a224945221fc64	yes
7.49	9939e54866cef757157404c4cee11db8ccd91a6c610a98b804186d64a0e05232	3f62b3b94f9cc0a3112b5dfd7d9434e13366d0da529169d2518a8bece56676fc	yes
7.50	9bcee48e4fabb1f6a4abd60e920a2ab76de08a8431c7e8f2da09e18e4f1d0a4f	5569d6fcd127e772078e934a9f7f1e24c7a1d4d136cb3f52580969b240d1e55a	yes
7.51	381f3aaf1997d964d4084fb063adc5912286c7d5548a61c8a16d1a49c17d31e6	1ca34d594d64aedc3abc64e41b78754705e4f9a14f2cda79d6e3d115a3ace90f	yes
7.52	589553d99bcdaa799eaf4ac3a9a4ea498ba7e4bee4693d55a44bd0982434fec3	e46d2c790376b998143b25c86c0beec8aa6afa4702149ba04843a4e8d08d7e1b	yes
7.53	7ed88953e87917a4f3cd0b17214f923579052a2379c602ea9d42b75c85438ed9	2fcaef4068e179078ae5ef3d520ffd45113f51527f44c3b1c24f17515dbba125	yes
7.54	03f18e43579d3d1c4815c454d401e4d16e5900d6f22fcbde742902caaf32b840	fe31eb0b82727662caa8d0096a9c666c1522eaf5a2cbcc65916f64202075eb5b	yes
7.55	374af300a0776157f6ae6c0ad6e8ceccd3b1d73b9a8c224625a82386e0d22d8d	b8cd62327fc0a35d7c0560e00f55beee872f47d992490aa9127b53c9978b0f46	yes
7.56	d685d3d655140d50755650990460a4d01357ba7f0a01dcd4d91ada6bff72c778	8eff844c5d036c41125c99598caf4970b0bb6d4a53e6bb28d38800079f4b3fea	yes
7.57	8d3548b90af9c5396226a30cd0cdcc96825492722e547bdca4f14169cef41dad	2818193f30098d5cff9b62b9a92cc25acf534302f4f08ec7f58ba0e677afe159	yes
7.58	240e37bfc98d4b4c4f6eb76c6421f2614aeb676eef66e087e6eca728cbb6b4f8	942b64ea959d56f6cd3c20c431b711ababa54208bbb15d48e253cf1c34639f15	yes
7.59	f2ce34542baf58f357c962c3fe4cf050105a5cf51fa028343351bec2364e3541	5ef035d9bb1279f110176e7909334e7ffee5d7191a158f09bae02ae279d7714b	yes
7.60	d66846dcc97b5a1ca28f017093d5cd985d2c36442d7251cda45f6ecd00377250	f273bacb4105b4080890b911a4511bc200922451a67c896e3684935b193ea492	yes
7.61	e95d74fdb34b72fd4ba9f085336ad87b59ba13dd1340b68ec212a35c36af26d3	ec56bf132c7c57b1ae56c0dd01c0de2de683da2748dd436b803e2ada5312b61f	yes
7.62	8e0e9360766f432ca461c3c5c3931c54c96830a0560f96dcc0039eb3835068d7	7117828ef175148192c9ee641f0a7ba4b9e4706ebb3d5954759ff23e3f1c9ce3	yes
7.63	f199d15c0d72b831a3a965c9b9fc78b7c92638eaaabe2feb7f5f8d4b3efeb7cd	1c786a386da4bc48d0be59dec950ca9aecffe9124c38ea07be74be81c61c8806	yes
7.64	366179fb0f2d8140fdb9f0ae152f81f55162909eeb0549d403d2c51a4437799c	031daa697cdff535abb2baed5138b2228022114af9f280dd41c820664b0e958a	yes
7.65	368bdfea20e894ab73add906f46a570eaee819d1b816f9030006ce148aa341df	cff43c34b960568ee6a21a20f4b02abec1dd4de38c3f068ab4a16efc39ea27df	yes
7.66	ba5b5a1ff7bec7780da969152530bfb3008ae6109a4e08faada5ea3aac8add43	17e81ec7f862526ab111718000f08a6c2cbdcb5690b7e025d17e39393c724a53	yes
7.67	6419120aa44e3158030d78982eac0d24398002ac234e34ce4b5e66a2447b0c8e	4664087b76f71bc1baec7780b0a21d0c00b8e1f82c53ef00080e6f2d79795fa2	yes
7.68	d417d2fe76580d9e2f0848ca426d91388a9bfc1bcaae5c81df42e2f825113b8e	169e26a9bfc5d9842b93338aa19eef4b06c400fa6450979b87250769b79df56d	yes
8.0	413004f16fc89427cd42f36d29f572c445f9597004c04d81a9529e6d0124501f	a9470cf9998d86fac236f109a297f574eac4435ee9e0fd65f8e40c33c2ebb3c0	yes
8.1	6848d159546e79468bf0fc021849f9b828f6d93fcb7c986bec516c27bc86de6d	30c4f604b5763bb00c3cfcf01bd6dee053168096401d841d8f0c17bedd52a85d	yes
8.2	94ba300c9a250af85d310b2230caaea93eed2f0de86ce9ca9e485d4add004f56	dab32a220a2626997c807a7acbdcbe915be168f8d8eb883010174e6942e48ed3	yes
8.3	05cda0c63ac8365aaf61841fb668660c3c8dc5f7b1f6ae1159eb9d152742e48f	110a6d0c6f7e1a005b9864676253b837174f4d0e40a284c64728fb8900554719	yes
8.4	1b6e2fc3483ccd4dcced98f90be46ec59eb8122aebb68ae5b7133b0ecf6b6ea2	a546bbf82583b6e62b6ca28301fc59806391c9a7044774755ea4a87e218c7e5a	yes
8.5	a0266afd498c399c6c2e444860badc1cfc389e6863639d026e17fa8b5b8b41c1	59ccc7a9ef04b1d83649f5833bae49ed7857601da63ac4f82923e426d22cbf3d	yes
8.6	1a46be71fa9d29b2482cfc42e7543bb614435213f2fd8ed032c4517f34bf75f2	0e6b84a311711b9c5b006a405da679dd0450179fa2ee522526064f024a473015	yes
8.7	c5084d160b2b4e86a0a4d3a3ad86739259f9b4036a5b5ae2b0c7bcf382080f84	c5084d160b2b4e86a0a4d3a3ad86739259f9b4036a5b5ae2b0c7bcf382080f84	no
8.8	7436d5d7a8ad3d84a947a980291441194e9730df4c11c70ff409829f7511647d	41d17220a839988575681c59e9f738fb07e9d2b0feecb1b7913812cc88c5913d	yes
8.9	6ec46c0f96e7f1816438081d900488736826525279ee149f9fe738b2ea9639fa	6ec46c0f96e7f1816438081d900488736826525279ee149f9fe738b2ea9639fa	no
8.10	76687515c3be5b8824219055dab20266dee7c3561cf76a00210bb52069bac770	aac75cbae7df00b196abb159e3802d397a9d84ddc6434fd47cf8f3ec6b45b7da	yes
8.11	c9e1b0f0c14f4caf5035f29ab08d428bac86d821dc17b058695d9484073e20ed	b90c3895b5bb26c0498e76710d9412c51c70f47cc7dc02760e3a34452c614206	yes
8.12	dfd766f38664fc5e749bfd36b919ce71993575279a4d43c8b2f51ca1b2a41535	dfd766f38664fc5e749bfd36b919ce71993575279a4d43c8b2f51ca1b2a41535	no
8.13	9020e44395244fb9620a5a8a3634f24ce71c2c0d2bc21f688d6dfd9f79bcfc32	3358c65ccac23f40e852dcc47dcdfdf19b82d2a84d7a42050ca12c3b82da1519	yes
8.14	4721ad983cacf00ab192c04c55e2e78141675e96a0b77bedb2e16045e789af37	f198d6ee2a6309eb28ca514061c74e59e8f74d8d9a4429b11125fa60072eaae9	yes
8.15	16df5b640c1b6fdfbdf8be7f81b4c100834311f10ef06c3217fecf34ebc95cb1	16df5b640c1b6fdfbdf8be7f81b4c100834311f10ef06c3217fecf34ebc95cb1	no
8.16	e4432dd75bd9fca47ef863c53c09c9a56ade4112b51472c3469ed0c2a6899ff8	79247bf49b40e13ffb4027c64ceb688945a2528f77f89e9464f130d8335af5a2	yes
8.17	8a1773f9243702c2f1d4cd85848c41bbb5ba75005e3b60313e830e8ed633afc9	8a72486afb688a5d083d9bb40fc367c88390846cd97608e672402376e4b6540b	yes
8.18	b652452fb76b3a4fd488f7b1274eb29705b6d761ffc57f873c25ddfa89b9c394	b652452fb76b3a4fd488f7b1274eb29705b6d761ffc57f873c25ddfa89b9c394	no
8.19	0aa4c58a30622cf17f23d25bb439d79df676bc5de7c4c54105ec9f14f097f8ac	1c9a42bf4360149766a0ac63f2427cb8492fb0d97ed604d6c956004cacb6f97b	yes
8.20	da4a03078534037a2ae9af2f584d1e29f30a43c8d5263b6327a7428a62942d54	da4a03078534037a2ae9af2f584d1e29f30a43c8d5263b6327a7428a62942d54	no
8.21	e6234c63e9ffdaa7f7870d5ce76af67bae65e163646c24168253010f8bbd767e	e6234c63e9ffdaa7f7870d5ce76af67bae65e163646c24168253010f8bbd767e	no
8.22	2eafdf7a8331a1e209a4debb407b943d7f5608896db8a350fb2b29e7aec9f7f9	9f296a4aa15c259e963ae42147a72215166dbb4ba4e35cacce03f39582fb3212	yes
8.23	cd5a3cd30ea24270a3fb0db4841f3641a4bd45301671a7b9ab013e3ec4531667	76293ce2edd39686fc89cdf021b5ab5924baa3b22aaafc9e2262e712d9236e5f	yes
8.24	643663ee13ea57597f0e7afe9bbb343e473c659059d42f7c4d33fd35ccfcc45a	a19e4ef73ccb79d8d29f7d6324cc24d772e9fe72331a40482e36f2fba29abdc4	yes
8.25	2101cc4dca8e5018cee15b7305b1972f0e31f50629ca388d979efcef69841e8b	1b703d7a933176c73b6e4c500b9b2d09d97e1cbf15ff568ea0e5adfb92ac8bfe	yes
8.26	24663d2d116df340758c286defc1818a09585aa60aa187a3929194d6bfa4245e	e5360c0fa411448030a694a155898b4910e04f124fb1b4e77681b51ba858843b	yes
8.27	96c283ba1cd713a9db8d76b5b18e3cb3068ab6f4249f72e085e5ef5ef7a9db72	854192e191e31bc48cb0eff5a3fbb69cd8bd45b24cf7f28507322d7a7ecb930d	yes
8.28	346311c55c5c9571ad2093ed6f33007326b2828b5f59e7f191a4f2e00c5c8764	161c9b28fcc94de33f263ac9fd7778f21e62a38f7f3e06ed75aa467a3830b9f9	yes
8.29	bd6f2fb7e0c0bc97b3ddba93f26bd4d65bb4442d658163528bf5bc112687c84f	a1803ea48bfe916b3a799d48cd1063eaa310d3c93bbf59561f87a68af660b2b4	yes
8.30	063c87521f298a776889d38e2832788d97a29cf65fa4747935bc6b9d71ae21bc	2fa497f53790f46390c105b2da85e30dc591d4c29bf3eeeffedc40ed5940bdcc	yes
8.31	40f21de3249c5784e3ddd1f4d9e623bb082557274e1385d71f6dbac883347bc9	e673e6e98ed9dc9c1a2370da2322b64aaf387cb169043b65a77625d3aad35763	yes
8.32	4a91a7d76f448dca3b2ce04f3436338f49fe3264e7fbe623ec0d67c599eb18e6	371024ba762faa65e59a13568bf895795fa4ba56decba480f962c5cf794b7157	yes
8.33	fb07a09f23f0d2f58d5ef2e86f5184f490c4729f50ebaa3df009b2966d11bc95	99f4c2d6cdf796cfc55d62e208f6b70e1e01f7eeaf9d47fe1662f85ead9ad031	yes
8.34	a918ac58a7b23948ce794e6fb71b68a801cef29d99a98df3bf3a52048256c0dd	a918ac58a7b23948ce794e6fb71b68a801cef29d99a98df3bf3a52048256c0dd	no
8.35	3da3b407510e3ccfd0aaafacd20479e8ab07e7dc069f4a8010182c986c3afb16	5ec87cf89148900fd04c6f83b6c12311889b6c7e52e63a45009afadc49922300	yes
8.36	e5f5dd7c0ed45be5184595a6449713765cd3f4d35bc24dfc84ac4c01dc406f9e	66ae7a9a67a807e9ee4f0627a4bc34adad30bca25f632ed0e90c983a206b814d	yes
8.37	40da0fd6a954f5165770488cf6638ef182b58f0225dc78132de63232bfe7a238	3c79dae3c4c57f0da94a8e3f15c03a6bfa2641cd4049d71d780318ec6904634f	yes
8.38	749d351a2576109e35d74bc95f240ab596c40bdb5b5696ec6a9e1f3037058e12	4b5150c0b545a40a032f4c470b413f8d55f3ea83cea9f78d0090384b3cacac8c	yes
8.39	714debf56b7ff4803f2253208586d96f23b47d79a62eef2652f745320a4ac5e9	db7606d2319f40a436b13626dec1f8e01c801983d67210c4357d95c36038b721	yes
8.40	31dff27c6c9fdb7b15c40ade217a1b8ecc8cc3720cabb0375c1a227224469788	2f0adabe04344cf5559fd7b606d66a0e79d6ec7a5d5e171b2d67a01fd5ce7dea	yes
8.41	c36b22d33259aad4efa1517a8e7ba86d24ca415262594282d67b5f609124add2	9bd23d5d4421f217c9aeb299832dab5a2bf71501a5e0bd02874ac1ea3ab2b6c6	yes
8.42	07059140d8c776e6d50b4afb1918fac5648aea7e3418e49028272b2cdfaee2ae	82183cbedb108ca5fe3a836a005867fcb4a3f6d55b143f65ad1838985a595448	yes
8.43	c899dd034453c91c18e61298682f0d3b41072522a2d4288eafc9a2f096828cad	efa575d1c9c8a8541c4d74128ea67ccf1b043d5b88f698c3e7afaf200c97f5f6	yes
8.44	dc32b38e1f473f528463140516c8aacc190ac1c4350fe722cbb94935f12ea9d2	46a4498559ffd8a1e46d0e5c5223c0bb35f18b7e048816868f306c6d886e91f8	yes
8.45	173c77fecd1121518cd430a6ce8f227ccca697ff2669bbda2d90053212073740	97a32df143561cffc777b53bd0d3a5cf10e490c88341c2204eccd780614236d3	yes
8.46	d58872a0efbc88e80e8b8ff932359ec28dcf608209a86d5fa0c693845d8f5de3	d58872a0efbc88e80e8b8ff932359ec28dcf608209a86d5fa0c693845d8f5de3	no
